"Col0"	"Col1"	"Col2"	"Col3"	"Col4"	"Col5"	"Col6"	"Col7"	"Col8"	"Col9"	"Col10"	"Col11"	"Col12"	"Col13"	"Col14"	"Col15"	"Col16"	"Col17"	"Col18"	"Col19"	"Col20"	"Col21"	"Col22"	"Col23"	"Col24"	"Col25"	"Col26"	"Col27"	"Col28"	"Col29"	"Col30"	"Col31"	"Col32"	"Col33"	Class
"s1"	"s0"	"s0.91176"	"s-0.08824"	"s0.97059"	"s0.17647"	"s0.82353"	"s0.08824"	"s0.91176"	"s-0.02941"	"s0.97059"	"s-0.17647"	"s0.97059"	"s0.14706"	"s0.94118"	"s0.02941"	"s1.0"	"s0.0"	"s1.0"	"s0.0"	"s0.76471"	"s0.11765"	"s0.88235"	"s0.02941"	"s0.85294"	"s0.02941"	"s0.92663"	"s0.026"	"s0.94118"	"s-0.11765"	"s0.97059"	"s0.05882"	"s0.91176"	"s0.05882"	true
"s1"	"s0"	"s-1.0"	"s1.0"	"s-1.0"	"s0.15244"	"s0.28354"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-0.23476"	"s0.28301"	"s-1.0"	"s1.0"	"s1.0"	"s-0.31402"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-0.03578"	"s1.0"	"s-1.0"	"s-1.0"	"s-0.32317"	"s0.14939"	"s1.0"	false
"s1"	"s0"	"s0.47368"	"s-0.10526"	"s0.83781"	"s0.01756"	"s0.83155"	"s0.02615"	"s0.68421"	"s-0.05263"	"s0.68421"	"s0.0"	"s0.79856"	"s0.05028"	"s0.78315"	"s0.05756"	"s0.84211"	"s0.47368"	"s1.0"	"s0.05263"	"s0.7255"	"s0.07631"	"s0.70301"	"s0.08141"	"s0.42105"	"s0.21053"	"s0.65419"	"s0.08968"	"s0.52632"	"s-0.21053"	"s0.6015"	"s0.09534"	"s0.57418"	"s0.09719"	true
"s1"	"s0"	"s-0.00641"	"s-0.5"	"s0.0"	"s0.0"	"s-0.01923"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.3141"	"s0.92949"	"s-0.35256"	"s0.74359"	"s-0.34615"	"s-0.80769"	"s0.0"	"s0.0"	"s-0.61538"	"s-0.51282"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.45455"	"s1.0"	"s0.54545"	"s0.81818"	"s0.63636"	"s1.0"	"s-0.09091"	"s1.0"	"s0.0"	"s0.81818"	"s-0.45455"	"s0.63636"	"s0.27273"	"s1.0"	"s-0.63636"	"s1.0"	"s-0.27273"	"s0.90909"	"s-0.45455"	"s1.0"	"s0.0775"	"s1.0"	"s-0.09091"	"s1.0"	"s0.08867"	"s1.0"	"s0.36364"	"s1.0"	"s0.63636"	"s0.72727"	"s0.27273"	true
"s0"	"s0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s0.5"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.45455"	"s0.09091"	"s0.63636"	"s0.09091"	"s0.27273"	"s0.18182"	"s0.63636"	"s0.0"	"s0.36364"	"s-0.09091"	"s0.45455"	"s-0.09091"	"s0.48612"	"s-0.01343"	"s0.63636"	"s-0.18182"	"s0.45455"	"s0.0"	"s0.36364"	"s-0.09091"	"s0.27273"	"s0.18182"	"s0.36364"	"s-0.09091"	"s0.34442"	"s-0.01768"	"s0.27273"	"s0.0"	"s0.36364"	"s0.0"	"s0.28985"	"s-0.01832"	true
"s1"	"s0"	"s-1.0"	"s-0.59677"	"s0.0"	"s0.0"	"s-1.0"	"s0.64516"	"s-0.87097"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.29839"	"s0.23387"	"s1.0"	"s0.51613"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.14286"	"s1.0"	"s0.71429"	"s1.0"	"s0.71429"	"s1.0"	"s-0.14286"	"s0.85714"	"s-0.14286"	"s1.0"	"s0.02534"	"s1.0"	"s0.0"	"s0.42857"	"s-0.14286"	"s1.0"	"s0.03617"	"s1.0"	"s-0.28571"	"s1.0"	"s0.0"	"s0.28571"	"s-0.28571"	"s1.0"	"s0.04891"	"s1.0"	"s0.05182"	"s1.0"	"s0.57143"	"s1.0"	"s0.0"	true
"s0"	"s0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s0.87032"	"s0.46972"	"s0.53945"	"s0.82161"	"s0.1038"	"s0.95275"	"s-0.38033"	"s0.87916"	"s-0.73939"	"s0.58226"	"s-0.92099"	"s0.16731"	"s-0.82417"	"s-0.24942"	"s-0.59383"	"s-0.63342"	"s-0.24012"	"s-0.82881"	"s0.18823"	"s-0.78699"	"s0.51557"	"s-0.5743"	"s0.69274"	"s-0.24843"	"s0.69097"	"s0.10484"	"s0.52798"	"s0.39762"	"s0.25974"	"s0.56573"	"s-0.06739"	"s0.57552"	true
"s0"	"s0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	false
"s1"	"s0"	"s0.92657"	"s0.04174"	"s0.89266"	"s0.15766"	"s0.86098"	"s0.19791"	"s0.83675"	"s0.36526"	"s0.80619"	"s0.40198"	"s0.76221"	"s0.40552"	"s0.66586"	"s0.4836"	"s0.60101"	"s0.51752"	"s0.53392"	"s0.5218"	"s0.48435"	"s0.54212"	"s0.42546"	"s0.55684"	"s0.3334"	"s0.55274"	"s0.26978"	"s0.54214"	"s0.22307"	"s0.53448"	"s0.14312"	"s0.49124"	"s0.11573"	"s0.46571"	true
"s0"	"s0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.93537"	"s0.13645"	"s0.93716"	"s0.25359"	"s0.85705"	"s0.38779"	"s0.79039"	"s0.47127"	"s0.72352"	"s0.59942"	"s0.6526"	"s0.75"	"s0.5083"	"s0.73586"	"s0.41629"	"s0.82742"	"s0.25539"	"s0.85952"	"s0.13712"	"s0.85615"	"s0.00494"	"s0.88869"	"s-0.07361"	"s0.7978"	"s-0.20995"	"s0.78004"	"s-0.33169"	"s0.71454"	"s-0.38532"	"s0.64363"	"s-0.47419"	"s0.55835"	true
"s0"	"s0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	false
"s1"	"s0"	"s0.80627"	"s0.13069"	"s0.73061"	"s0.24323"	"s0.64615"	"s0.19038"	"s0.36923"	"s0.45577"	"s0.44793"	"s0.46439"	"s0.25"	"s0.57308"	"s0.25192"	"s0.37115"	"s0.15215"	"s0.51877"	"s-0.09808"	"s0.575"	"s-0.03462"	"s0.42885"	"s-0.08856"	"s0.44424"	"s-0.14943"	"s0.40006"	"s-0.1994"	"s0.34976"	"s-0.23832"	"s0.29541"	"s-0.26634"	"s0.23896"	"s-0.23846"	"s0.31154"	true
"s0"	"s0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s0.97467"	"s0.13082"	"s0.9412"	"s0.20036"	"s0.88783"	"s0.32248"	"s0.89009"	"s0.32711"	"s0.8555"	"s0.45217"	"s0.72298"	"s0.52284"	"s0.69946"	"s0.5882"	"s0.58548"	"s0.66893"	"s0.48869"	"s0.70398"	"s0.44245"	"s0.68159"	"s0.35289"	"s0.75622"	"s0.26832"	"s0.7621"	"s0.16813"	"s0.78541"	"s0.07497"	"s0.80439"	"s-0.02962"	"s0.77702"	"s-0.10289"	"s0.74242"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.92308"	"s0.15451"	"s0.86399"	"s0.29757"	"s0.72582"	"s0.3679"	"s0.70588"	"s0.5683"	"s0.57449"	"s0.62719"	"s0.4327"	"s0.74676"	"s0.31705"	"s0.67697"	"s0.19128"	"s0.76818"	"s0.04686"	"s0.76171"	"s-0.12064"	"s0.76969"	"s-0.18479"	"s0.71327"	"s-0.29291"	"s0.65708"	"s-0.38798"	"s0.58553"	"s-0.46799"	"s0.50131"	"s-0.53146"	"s0.40732"	"s-0.56231"	"s0.35095"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.88804"	"s0.38138"	"s0.65926"	"s0.69431"	"s0.29148"	"s0.87892"	"s-0.06726"	"s0.90135"	"s-0.39597"	"s0.80441"	"s-0.64574"	"s0.56502"	"s-0.8296"	"s0.26906"	"s-0.7894"	"s-0.08205"	"s-0.6278"	"s-0.30942"	"s-0.46637"	"s-0.55605"	"s-0.16449"	"s-0.64338"	"s0.09562"	"s-0.61055"	"s0.30406"	"s-0.48392"	"s0.43227"	"s-0.29838"	"s0.47029"	"s-0.09461"	"s0.42152"	"s0.12556"	true
"s0"	"s0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s0.73523"	"s-0.38293"	"s0.80151"	"s0.10278"	"s0.78826"	"s0.15266"	"s0.5558"	"s0.05252"	"s1.0"	"s0.21225"	"s0.71947"	"s0.28954"	"s0.68798"	"s0.32925"	"s0.49672"	"s0.17287"	"s0.64333"	"s-0.02845"	"s0.57399"	"s0.42528"	"s0.5312"	"s0.44872"	"s0.9453"	"s0.57549"	"s0.44174"	"s0.482"	"s0.12473"	"s1.0"	"s0.3507"	"s0.49721"	"s0.30588"	"s0.49831"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.94649"	"s0.00892"	"s0.97287"	"s-0.0026"	"s0.98922"	"s0.00372"	"s0.95801"	"s0.01598"	"s0.94054"	"s0.0353"	"s0.97213"	"s0.04719"	"s0.98625"	"s0.01858"	"s0.94277"	"s0.07135"	"s0.98551"	"s-0.00706"	"s0.9777"	"s0.0498"	"s0.96358"	"s0.07098"	"s0.93274"	"s0.08101"	"s0.95243"	"s0.04356"	"s0.97473"	"s0.00818"	"s0.97845"	"s0.07061"	"s1.0"	"s-0.0026"	true
"s0"	"s0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	false
"s1"	"s0"	"s0.50466"	"s-0.169"	"s0.71442"	"s0.01513"	"s0.71063"	"s0.02258"	"s0.68065"	"s0.01282"	"s0.34615"	"s0.05594"	"s0.6905"	"s0.04393"	"s0.68101"	"s0.05058"	"s0.67023"	"s0.05692"	"s0.63403"	"s-0.04662"	"s0.64503"	"s0.06856"	"s0.63077"	"s0.07381"	"s0.84033"	"s0.18065"	"s0.59935"	"s0.08304"	"s0.38228"	"s0.0676"	"s0.56466"	"s0.09046"	"s0.54632"	"s0.09346"	true
"s1"	"s0"	"s0.68729"	"s1.0"	"s0.91973"	"s-0.76087"	"s0.81773"	"s0.04348"	"s0.76087"	"s0.10702"	"s0.86789"	"s0.73746"	"s0.70067"	"s0.18227"	"s0.7592"	"s0.13712"	"s0.93478"	"s-0.25084"	"s0.70736"	"s0.18729"	"s0.64883"	"s0.24582"	"s0.60201"	"s0.77425"	"s1.0"	"s-0.53846"	"s0.89262"	"s0.22216"	"s0.7107"	"s0.53846"	"s1.0"	"s-0.06522"	"s0.56522"	"s0.23913"	false
"s1"	"s0"	"s0.76296"	"s-0.07778"	"s1.0"	"s-0.2963"	"s1.0"	"s-0.85741"	"s0.8"	"s0.06111"	"s0.45556"	"s-0.42778"	"s1.0"	"s-0.12581"	"s1.0"	"s-0.83519"	"s0.49259"	"s0.01852"	"s0.82222"	"s-0.05926"	"s0.98215"	"s-0.19938"	"s1.0"	"s0.22037"	"s0.6963"	"s-0.26481"	"s0.92148"	"s-0.24549"	"s0.78889"	"s0.02037"	"s0.87492"	"s-0.27105"	"s1.0"	"s-0.57037"	true
"s1"	"s0"	"s0.38521"	"s0.15564"	"s0.41245"	"s0.07393"	"s0.26459"	"s0.24125"	"s0.23346"	"s0.1323"	"s0.19455"	"s0.25292"	"s0.24514"	"s0.36965"	"s0.08949"	"s0.22957"	"s-0.03891"	"s0.36965"	"s0.05058"	"s0.24903"	"s0.24903"	"s0.09728"	"s0.07782"	"s0.29961"	"s-0.02494"	"s0.28482"	"s-0.06024"	"s0.26256"	"s-0.14786"	"s0.14786"	"s-0.09339"	"s0.31128"	"s-0.19066"	"s0.28794"	false
"s1"	"s0"	"s0.5754"	"s-0.03175"	"s0.75198"	"s-0.05357"	"s0.61508"	"s-0.0119"	"s0.53968"	"s0.03373"	"s0.61706"	"s0.09921"	"s0.59127"	"s-0.02381"	"s0.62698"	"s0.0119"	"s0.70833"	"s0.02579"	"s0.60317"	"s0.01587"	"s0.47817"	"s-0.02778"	"s0.59127"	"s0.0377"	"s0.5"	"s0.03968"	"s0.61291"	"s-0.01237"	"s0.61706"	"s-0.13492"	"s0.68849"	"s-0.01389"	"s0.625"	"s-0.03175"	true
"s1"	"s0"	"s0.06404"	"s-0.15271"	"s-0.04433"	"s0.05911"	"s0.08374"	"s-0.02463"	"s-0.01478"	"s0.18719"	"s0.06404"	"s0.0"	"s0.12315"	"s-0.09852"	"s0.05911"	"s0.0"	"s0.0197"	"s-0.02956"	"s-0.12808"	"s-0.2069"	"s0.06897"	"s0.01478"	"s0.06897"	"s0.02956"	"s0.07882"	"s0.16256"	"s0.28079"	"s-0.04926"	"s-0.05911"	"s-0.0936"	"s0.04433"	"s0.05419"	"s0.07389"	"s-0.10837"	false
"s1"	"s0"	"s0.61857"	"s0.1085"	"s0.70694"	"s-0.06935"	"s0.70358"	"s0.01678"	"s0.74273"	"s0.00224"	"s0.71029"	"s0.15772"	"s0.71588"	"s-0.00224"	"s0.79754"	"s0.066"	"s0.83669"	"s-0.16555"	"s0.6868"	"s-0.0906"	"s0.62528"	"s-0.01342"	"s0.60962"	"s0.11745"	"s0.71253"	"s-0.09508"	"s0.69845"	"s-0.01673"	"s0.63311"	"s0.0481"	"s0.78859"	"s-0.05145"	"s0.65213"	"s-0.04698"	true
"s1"	"s0"	"s0.25316"	"s0.35949"	"s0.0"	"s0.0"	"s-0.2962"	"s-1.0"	"s0.0"	"s0.0"	"s0.07595"	"s-0.07342"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.00759"	"s0.68101"	"s-0.2"	"s0.33671"	"s-0.1038"	"s0.35696"	"s0.0557"	"s-1.0"	"s0.0"	"s0.0"	"s0.06329"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.88103"	"s-0.00857"	"s0.89818"	"s-0.02465"	"s0.94105"	"s-0.01822"	"s0.89175"	"s-0.12755"	"s0.82208"	"s-0.10932"	"s0.88853"	"s0.01179"	"s0.90782"	"s-0.13719"	"s0.87138"	"s-0.06109"	"s0.90782"	"s-0.02358"	"s0.87996"	"s-0.14577"	"s0.82851"	"s-0.12433"	"s0.90139"	"s-0.19507"	"s0.88245"	"s-0.14903"	"s0.84352"	"s-0.12862"	"s0.88424"	"s-0.18542"	"s0.91747"	"s-0.16827"	true
"s1"	"s0"	"s0.42708"	"s-0.5"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.46458"	"s0.51042"	"s0.58958"	"s0.02083"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.16458"	"s-0.45417"	"s0.59167"	"s-0.18333"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.9875"	"s-0.40833"	"s-1.0"	"s-1.0"	"s-0.27917"	"s-0.75625"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.88853"	"s0.01631"	"s0.92007"	"s0.01305"	"s0.92442"	"s0.01359"	"s0.89179"	"s-0.10223"	"s0.90103"	"s-0.08428"	"s0.9304"	"s-0.01033"	"s0.93094"	"s-0.08918"	"s0.86025"	"s-0.05057"	"s0.89451"	"s-0.04024"	"s0.88418"	"s-0.12126"	"s0.88907"	"s-0.11909"	"s0.8298"	"s-0.14138"	"s0.86453"	"s-0.11808"	"s0.85536"	"s-0.13051"	"s0.83524"	"s-0.12452"	"s0.86786"	"s-0.12235"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s1.0"	"s0.12889"	"s0.88444"	"s-0.02"	"s0.0"	"s0.0"	"s1.0"	"s-0.42444"	"s1.0"	"s0.19556"	"s1.0"	"s-0.05333"	"s1.0"	"s-0.81556"	"s0.0"	"s0.0"	"s1.0"	"s-0.04"	"s1.0"	"s-0.18667"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s0.11778"	"s0.90667"	"s-0.09556"	false
"s1"	"s0"	"s0.81143"	"s0.03714"	"s0.85143"	"s-0.00143"	"s0.79"	"s0.00714"	"s0.79571"	"s-0.04286"	"s0.87571"	"s0.0"	"s0.85571"	"s-0.06714"	"s0.86429"	"s0.00286"	"s0.82857"	"s-0.05429"	"s0.81"	"s-0.11857"	"s0.76857"	"s-0.08429"	"s0.84286"	"s-0.05"	"s0.77"	"s-0.06857"	"s0.81598"	"s-0.08669"	"s0.82571"	"s-0.10429"	"s0.81429"	"s-0.05"	"s0.82143"	"s-0.15143"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.55172"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.4987"	"s0.01818"	"s0.43117"	"s-0.0961"	"s0.50649"	"s-0.04156"	"s0.5013"	"s0.0961"	"s0.44675"	"s0.05974"	"s0.55844"	"s-0.11948"	"s0.51688"	"s-0.03636"	"s0.52727"	"s-0.05974"	"s0.55325"	"s-0.01039"	"s0.48571"	"s-0.03377"	"s0.49091"	"s-0.01039"	"s0.59221"	"s0.0"	"s0.53215"	"s-0.0328"	"s0.43117"	"s0.03377"	"s0.54545"	"s-0.05455"	"s0.58961"	"s-0.08571"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.5"	"s1.0"	"s0.25"	"s0.25"	"s1.0"	"s0.16851"	"s0.9118"	"s-0.13336"	"s0.80454"	"s-0.34107"	"s0.60793"	"s-0.4382"	"s0.37856"	"s-0.43663"	"s0.16709"	"s-0.36676"	"s0.00678"	"s-0.26477"	"s-0.09025"	"s-0.16178"	"s-0.12964"	"s-0.07782"	"s-0.12744"	"s-0.02089"	"s-0.10242"	"s0.01033"	"s-0.07036"	"s0.02224"	"s-0.04142"	"s0.02249"	"s-0.02017"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-0.11111"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s0.87048"	"s0.38027"	"s0.64099"	"s0.69212"	"s0.31347"	"s0.86625"	"s-0.03933"	"s0.9074"	"s-0.42173"	"s0.79346"	"s-0.70561"	"s0.5156"	"s-0.81049"	"s0.22735"	"s-0.81136"	"s-0.12539"	"s-0.67474"	"s-0.38102"	"s-0.38334"	"s-0.62861"	"s-0.13013"	"s-0.70762"	"s0.15552"	"s-0.66421"	"s0.38544"	"s-0.51568"	"s0.52573"	"s-0.29897"	"s0.56239"	"s-0.05938"	"s0.5146"	"s0.16645"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s0.37333"	"s-0.12"	"s-0.12"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s0.22667"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.88179"	"s0.43491"	"s0.59573"	"s0.77655"	"s0.19672"	"s0.94537"	"s-0.24103"	"s0.92544"	"s-0.62526"	"s0.71257"	"s-0.86443"	"s0.33652"	"s-0.92384"	"s-0.05338"	"s-0.77356"	"s-0.44707"	"s-0.4695"	"s-0.73285"	"s-0.10237"	"s-0.82217"	"s0.26384"	"s-0.7757"	"s0.55984"	"s-0.5591"	"s0.72147"	"s-0.24433"	"s0.72478"	"s0.09599"	"s0.58137"	"s0.38915"	"s0.34749"	"s0.57656"	true
"s1"	"s0"	"s0.32834"	"s0.0252"	"s0.15236"	"s0.21278"	"s0.14919"	"s0.74003"	"s-0.25706"	"s0.92324"	"s-0.10312"	"s0.1938"	"s-0.61352"	"s0.25786"	"s-0.94053"	"s-0.05409"	"s-0.13117"	"s-0.14329"	"s-0.30315"	"s-0.44615"	"s-0.11409"	"s-0.85597"	"s0.02668"	"s-0.22786"	"s0.27942"	"s-0.06295"	"s0.33737"	"s-0.11876"	"s0.27657"	"s-0.11409"	"s0.15078"	"s0.13296"	"s0.12197"	"s0.20468"	true
"s1"	"s0"	"s0.83427"	"s0.39121"	"s0.5404"	"s0.78579"	"s0.12326"	"s0.89402"	"s-0.33221"	"s0.83578"	"s-0.70086"	"s0.59564"	"s-0.86622"	"s0.21909"	"s-0.84442"	"s-0.24164"	"s-0.59714"	"s-0.61894"	"s-0.19354"	"s-0.87787"	"s0.12439"	"s-0.89064"	"s0.51109"	"s-0.72454"	"s0.79143"	"s-0.27734"	"s0.83008"	"s0.08718"	"s0.66592"	"s0.49079"	"s0.37542"	"s0.70011"	"s-0.03983"	"s0.79444"	true
"s1"	"s0"	"s0.62335"	"s-0.0349"	"s0.59085"	"s0.00481"	"s0.60409"	"s-0.07461"	"s0.63177"	"s0.00963"	"s0.62455"	"s-0.07461"	"s0.67028"	"s0.0722"	"s0.62936"	"s-0.08424"	"s0.67509"	"s0.09146"	"s0.67148"	"s0.0"	"s0.58965"	"s0.10108"	"s0.5006"	"s0.03129"	"s0.65945"	"s0.14079"	"s0.60463"	"s0.02019"	"s0.51384"	"s0.04452"	"s0.61733"	"s-0.00963"	"s0.61372"	"s-0.09146"	true
