parents	has-nurs	form	children	housing	finance	social	health
usual	proper	incomplete	2	convenient	convenient	nonprob	not-recom
usual	proper	incomplete	2	convenient	convenient	slightly-prob	recommended
usual	proper	incomplete	2	convenient	convenient	slightly-prob	priority
usual	proper	incomplete	2	convenient	convenient	slightly-prob	not-recom
usual	proper	incomplete	2	convenient	convenient	problematic	recommended
usual	proper	incomplete	2	convenient	convenient	problematic	priority
usual	proper	incomplete	2	convenient	convenient	problematic	not-recom
usual	proper	incomplete	2	convenient	inconv	nonprob	recommended
usual	proper	incomplete	2	convenient	inconv	nonprob	priority
usual	proper	incomplete	2	convenient	inconv	nonprob	not-recom
usual	proper	incomplete	2	convenient	inconv	slightly-prob	recommended
usual	proper	incomplete	2	convenient	inconv	slightly-prob	priority
usual	proper	incomplete	2	convenient	inconv	slightly-prob	not-recom
usual	proper	incomplete	2	convenient	inconv	problematic	recommended
usual	proper	incomplete	2	convenient	inconv	problematic	priority
usual	proper	incomplete	2	convenient	inconv	problematic	not-recom
usual	proper	incomplete	2	less-conv	convenient	nonprob	recommended
usual	proper	incomplete	2	less-conv	convenient	nonprob	priority
usual	proper	incomplete	2	less-conv	convenient	nonprob	not-recom
usual	proper	incomplete	2	less-conv	convenient	slightly-prob	recommended
usual	proper	incomplete	2	less-conv	convenient	slightly-prob	priority
usual	proper	incomplete	2	less-conv	convenient	slightly-prob	not-recom
usual	proper	incomplete	2	less-conv	convenient	problematic	recommended
usual	proper	incomplete	2	less-conv	convenient	problematic	priority
usual	proper	incomplete	2	less-conv	convenient	problematic	not-recom
usual	proper	incomplete	2	less-conv	inconv	nonprob	recommended
usual	proper	incomplete	2	less-conv	inconv	nonprob	priority
usual	proper	incomplete	2	less-conv	inconv	nonprob	not-recom
usual	proper	incomplete	2	less-conv	inconv	slightly-prob	recommended
usual	proper	incomplete	2	less-conv	inconv	slightly-prob	priority
usual	proper	incomplete	2	less-conv	inconv	slightly-prob	not-recom
usual	proper	incomplete	2	less-conv	inconv	problematic	recommended
usual	proper	incomplete	2	less-conv	inconv	problematic	priority
usual	proper	incomplete	2	less-conv	inconv	problematic	not-recom
usual	proper	incomplete	2	critical	convenient	nonprob	recommended
usual	proper	incomplete	2	critical	convenient	nonprob	priority
usual	proper	incomplete	2	critical	convenient	nonprob	not-recom
usual	proper	incomplete	2	critical	convenient	slightly-prob	recommended
usual	proper	incomplete	2	critical	convenient	slightly-prob	priority
usual	proper	incomplete	2	critical	convenient	slightly-prob	not-recom
usual	proper	incomplete	2	critical	convenient	problematic	recommended
usual	proper	incomplete	2	critical	convenient	problematic	priority
usual	proper	incomplete	2	critical	convenient	problematic	not-recom
usual	proper	incomplete	2	critical	inconv	nonprob	recommended
usual	proper	incomplete	2	critical	inconv	nonprob	priority
usual	proper	incomplete	2	critical	inconv	nonprob	not-recom
usual	proper	incomplete	2	critical	inconv	slightly-prob	recommended
usual	proper	incomplete	2	critical	inconv	slightly-prob	priority
usual	proper	incomplete	2	critical	inconv	slightly-prob	not-recom
usual	proper	incomplete	2	critical	inconv	problematic	recommended
usual	proper	incomplete	2	critical	inconv	problematic	priority
usual	proper	incomplete	2	critical	inconv	problematic	not-recom
usual	proper	incomplete	3	convenient	convenient	nonprob	recommended
usual	proper	incomplete	3	convenient	convenient	nonprob	priority
usual	proper	incomplete	3	convenient	convenient	nonprob	not-recom
usual	proper	incomplete	3	convenient	convenient	slightly-prob	recommended
usual	proper	incomplete	3	convenient	convenient	slightly-prob	priority
usual	proper	incomplete	3	convenient	convenient	slightly-prob	not-recom
usual	proper	incomplete	3	convenient	convenient	problematic	recommended
usual	proper	incomplete	3	convenient	convenient	problematic	priority
usual	proper	incomplete	3	convenient	convenient	problematic	not-recom
usual	proper	incomplete	3	convenient	inconv	nonprob	recommended
usual	proper	incomplete	3	convenient	inconv	nonprob	priority
usual	proper	incomplete	3	convenient	inconv	nonprob	not-recom
usual	proper	incomplete	3	convenient	inconv	slightly-prob	recommended
usual	proper	incomplete	3	convenient	inconv	slightly-prob	priority
usual	proper	incomplete	3	convenient	inconv	slightly-prob	not-recom
usual	proper	incomplete	3	convenient	inconv	problematic	recommended
usual	proper	incomplete	3	convenient	inconv	problematic	priority
usual	proper	incomplete	3	convenient	inconv	problematic	not-recom
usual	proper	incomplete	3	less-conv	convenient	nonprob	recommended
usual	proper	incomplete	3	less-conv	convenient	nonprob	priority
usual	proper	incomplete	3	less-conv	convenient	nonprob	not-recom
usual	proper	incomplete	3	less-conv	convenient	slightly-prob	recommended
usual	proper	incomplete	3	less-conv	convenient	slightly-prob	priority
usual	proper	incomplete	3	less-conv	convenient	slightly-prob	not-recom
usual	proper	incomplete	3	less-conv	convenient	problematic	recommended
usual	proper	incomplete	3	less-conv	convenient	problematic	priority
usual	proper	incomplete	3	less-conv	convenient	problematic	not-recom
usual	proper	incomplete	3	less-conv	inconv	nonprob	recommended
usual	proper	incomplete	3	less-conv	inconv	nonprob	priority
usual	proper	incomplete	3	less-conv	inconv	nonprob	not-recom
usual	proper	incomplete	3	less-conv	inconv	slightly-prob	recommended
usual	proper	incomplete	3	less-conv	inconv	slightly-prob	priority
usual	proper	incomplete	3	less-conv	inconv	slightly-prob	not-recom
usual	proper	incomplete	3	less-conv	inconv	problematic	recommended
usual	proper	incomplete	3	less-conv	inconv	problematic	priority
usual	proper	incomplete	3	less-conv	inconv	problematic	not-recom
usual	proper	incomplete	3	critical	convenient	nonprob	recommended
usual	proper	incomplete	3	critical	convenient	nonprob	priority
usual	proper	incomplete	3	critical	convenient	nonprob	not-recom
usual	proper	incomplete	3	critical	convenient	slightly-prob	recommended
usual	proper	incomplete	3	critical	convenient	slightly-prob	priority
usual	proper	incomplete	3	critical	convenient	slightly-prob	not-recom
usual	proper	incomplete	3	critical	convenient	problematic	recommended
usual	proper	incomplete	3	critical	convenient	problematic	priority
usual	proper	incomplete	3	critical	convenient	problematic	not-recom
usual	proper	incomplete	3	critical	inconv	nonprob	recommended
usual	proper	incomplete	3	critical	inconv	nonprob	priority
usual	proper	incomplete	3	critical	inconv	nonprob	not-recom
usual	proper	incomplete	3	critical	inconv	slightly-prob	recommended
usual	proper	incomplete	3	critical	inconv	slightly-prob	priority
usual	proper	incomplete	3	critical	inconv	slightly-prob	not-recom
usual	proper	incomplete	3	critical	inconv	problematic	recommended
usual	proper	incomplete	3	critical	inconv	problematic	priority
usual	proper	incomplete	3	critical	inconv	problematic	not-recom
usual	proper	incomplete	more	convenient	convenient	nonprob	recommended
usual	proper	incomplete	more	convenient	convenient	nonprob	priority
usual	proper	incomplete	more	convenient	convenient	nonprob	not-recom
usual	proper	incomplete	more	convenient	convenient	slightly-prob	recommended
usual	proper	incomplete	more	convenient	convenient	slightly-prob	priority
usual	proper	incomplete	more	convenient	convenient	slightly-prob	not-recom
usual	proper	incomplete	more	convenient	convenient	problematic	recommended
usual	proper	incomplete	more	convenient	convenient	problematic	priority
usual	proper	incomplete	more	convenient	convenient	problematic	not-recom
usual	proper	incomplete	more	convenient	inconv	nonprob	recommended
usual	proper	incomplete	more	convenient	inconv	nonprob	priority
usual	proper	incomplete	more	convenient	inconv	nonprob	not-recom
usual	proper	incomplete	more	convenient	inconv	slightly-prob	recommended
usual	proper	incomplete	more	convenient	inconv	slightly-prob	priority
usual	proper	incomplete	more	convenient	inconv	slightly-prob	not-recom
usual	proper	incomplete	more	convenient	inconv	problematic	recommended
usual	proper	incomplete	more	convenient	inconv	problematic	priority
usual	proper	incomplete	more	convenient	inconv	problematic	not-recom
usual	proper	incomplete	more	less-conv	convenient	nonprob	recommended
usual	proper	incomplete	more	less-conv	convenient	nonprob	priority
usual	proper	incomplete	more	less-conv	convenient	nonprob	not-recom
usual	proper	incomplete	more	less-conv	convenient	slightly-prob	recommended
usual	proper	incomplete	more	less-conv	convenient	slightly-prob	priority
usual	proper	incomplete	more	less-conv	convenient	slightly-prob	not-recom
usual	proper	incomplete	more	less-conv	convenient	problematic	recommended
usual	proper	incomplete	more	less-conv	convenient	problematic	priority
usual	proper	incomplete	more	less-conv	convenient	problematic	not-recom
usual	proper	incomplete	more	less-conv	inconv	nonprob	recommended
usual	proper	incomplete	more	less-conv	inconv	nonprob	priority
usual	proper	incomplete	more	less-conv	inconv	nonprob	not-recom
usual	proper	incomplete	more	less-conv	inconv	slightly-prob	recommended
usual	proper	incomplete	more	less-conv	inconv	slightly-prob	priority
usual	proper	incomplete	more	less-conv	inconv	slightly-prob	not-recom
usual	proper	incomplete	more	less-conv	inconv	problematic	recommended
usual	proper	incomplete	more	less-conv	inconv	problematic	priority
usual	proper	incomplete	more	less-conv	inconv	problematic	not-recom
usual	proper	incomplete	more	critical	convenient	nonprob	recommended
usual	proper	incomplete	more	critical	convenient	nonprob	priority
usual	proper	incomplete	more	critical	convenient	nonprob	not-recom
usual	proper	incomplete	more	critical	convenient	slightly-prob	recommended
usual	proper	incomplete	more	critical	convenient	slightly-prob	priority
usual	proper	incomplete	more	critical	convenient	slightly-prob	not-recom
usual	proper	incomplete	more	critical	convenient	problematic	recommended
usual	proper	incomplete	more	critical	convenient	problematic	priority
usual	proper	incomplete	more	critical	convenient	problematic	not-recom
usual	proper	incomplete	more	critical	inconv	nonprob	recommended
usual	proper	incomplete	more	critical	inconv	nonprob	priority
usual	proper	incomplete	more	critical	inconv	nonprob	not-recom
usual	proper	incomplete	more	critical	inconv	slightly-prob	recommended
usual	proper	incomplete	more	critical	inconv	slightly-prob	priority
usual	proper	incomplete	more	critical	inconv	slightly-prob	not-recom
usual	proper	incomplete	more	critical	inconv	problematic	recommended
usual	proper	incomplete	more	critical	inconv	problematic	priority
usual	proper	incomplete	more	critical	inconv	problematic	not-recom
usual	proper	foster	1	convenient	convenient	nonprob	recommended
usual	proper	foster	1	convenient	convenient	nonprob	priority
usual	proper	foster	1	convenient	convenient	nonprob	not-recom
usual	proper	foster	1	convenient	convenient	slightly-prob	recommended
usual	proper	foster	1	convenient	convenient	slightly-prob	priority
usual	proper	foster	1	convenient	convenient	slightly-prob	not-recom
usual	proper	foster	1	convenient	convenient	problematic	recommended
usual	proper	foster	1	convenient	convenient	problematic	priority
usual	proper	foster	1	convenient	convenient	problematic	not-recom
usual	proper	foster	1	convenient	inconv	nonprob	recommended
usual	proper	foster	1	convenient	inconv	nonprob	priority
usual	proper	foster	1	convenient	inconv	nonprob	not-recom
usual	proper	foster	1	convenient	inconv	slightly-prob	recommended
usual	proper	foster	1	convenient	inconv	slightly-prob	priority
usual	proper	foster	1	convenient	inconv	slightly-prob	not-recom
usual	proper	foster	1	convenient	inconv	problematic	recommended
usual	proper	foster	1	convenient	inconv	problematic	priority
usual	proper	foster	1	convenient	inconv	problematic	not-recom
usual	proper	foster	1	less-conv	convenient	nonprob	recommended
usual	proper	foster	1	less-conv	convenient	nonprob	priority
