Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Att23	Att24	Att25	Att26	Att27	Att28	Att29	Att30	Att31	Att32	Att33	Att34	Att35	Att36	Att37	Att38	Att39	Att40	Att41	Att42	Att43	Att44	Att45	Att46	Att47	Att48	Att49	Att50	Att51	Att52	Att53	Att54	Att55	Att56	Att57	Att58	Att59	Att60	Att61	Att62	Att63	Att64	Att65	Att66	Att67	Att68	Att69	Att70	Att71	Att72	Att73	Att74	Att75	Att76	Att77	Att78	Att79	Att80	Att81	Att82	Att83	Att84	Att85	Att86	Att87	Att88	Att89	Att90	Att91	Att92	Att93	Att94	Att95	Att96	Att97	Att98	Att99	Att100	Att101	Att102	Att103	Class
"s-0.052912"	"s0.160823"	"s0.067579"	"s-0.004738"	"s-0.065697"	"s-0.025888"	"s-0.167667"	"s-0.026523"	"s-0.074809"	"s-0.061085"	"s-0.086357"	"s-0.031332"	"s-0.021731"	"s-0.037812"	"s-0.05501"	"s-0.04069"	"s-0.018179"	"s-0.008717"	"s-0.113099"	"s0.1312"	"s0.097402"	"s-0.034807"	"s-0.173599"	"s-0.116101"	"s-0.058759"	"s-0.050565"	"s0.052724"	"s-0.041664"	"s0.017232"	"s-0.019623"	"s0.062069"	"s0.04225"	"s-0.099298"	"s-0.00454"	"s-0.009301"	"s-0.064007"	"s-0.096199"	"s-0.088514"	"s-0.128557"	"s-0.113507"	"s0.021379"	"s-0.107302"	"s-0.057246"	"s0.109038"	"s0.0593"	"s0.119598"	"s0.210339"	"s-0.049298"	"s0.168165"	"s0.127161"	"s0.092214"	"s0.048324"	"s0.071979"	"s-8.35E-4"	"s-0.044431"	"s-0.090769"	"s0.122159"	"s0.080821"	"s-0.098009"	"s0.026147"	"s0.05409"	"s0.080753"	"s0.163116"	"s0.029424"	"s-0.102418"	"s-0.058753"	"s-0.081103"	"s-0.119748"	"s-0.081189"	"s0.058"	"s0.006093"	"s0.028049"	"s-0.132035"	"s-0.165806"	"s-0.184848"	"s-0.099512"	"s-0.097737"	"s-0.034443"	"s0.163582"	"s0.144143"	"s0.135818"	"s0.069201"	"s0.020986"	"s0.122429"	"s-0.173085"	"s-0.177282"	"s0.03093"	"s0.031373"	"s0.050241"	"s-0.10475"	"s-0.112832"	"s-0.162134"	"s0.096561"	"s-0.016229"	"s0.112934"	"s0.068385"	"s0.158191"	"s0.154117"	"s-0.158897"	"s0.055892"	"s0.085878"	"s-0.162952"	"s-0.173116"	true
"s-0.064112"	"s-0.067776"	"s-0.045916"	"s-0.06422"	"s-0.033081"	"s-0.092894"	"s-0.001413"	"s-0.144184"	"s-0.076178"	"s-0.030564"	"s-0.132545"	"s-0.084634"	"s-0.097129"	"s-0.070689"	"s-0.087337"	"s-0.139495"	"s-0.146139"	"s-0.107269"	"s-0.065009"	"s-0.103843"	"s-0.00851"	"s-0.029388"	"s0.020457"	"s-0.013994"	"s0.027752"	"s0.15053"	"s0.108002"	"s0.113053"	"s0.13227"	"s0.120455"	"s0.125533"	"s0.127415"	"s0.097704"	"s-0.022238"	"s-0.009152"	"s0.002768"	"s0.027763"	"s0.09971"	"s0.155936"	"s0.089709"	"s0.089724"	"s0.148687"	"s0.193057"	"s-0.129622"	"s0.177018"	"s0.211155"	"s0.142015"	"s-0.006494"	"s-0.09653"	"s-0.041094"	"s0.075774"	"s0.0399"	"s-0.003108"	"s-0.043464"	"s0.012305"	"s0.061116"	"s-0.153073"	"s-0.090517"	"s0.044375"	"s-0.003202"	"s-0.035345"	"s0.095534"	"s0.080921"	"s-0.015455"	"s-0.042913"	"s-0.020114"	"s0.039252"	"s0.012904"	"s-0.029083"	"s-0.005631"	"s-0.006913"	"s-0.007785"	"s-0.155071"	"s-0.173497"	"s-0.142106"	"s-0.114502"	"s-0.035395"	"s0.092553"	"s-0.060151"	"s-0.033731"	"s0.112729"	"s0.198794"	"s0.438694"	"s-0.076177"	"s-0.041176"	"s-0.009676"	"s-0.044716"	"s-0.055243"	"s-0.055032"	"s-0.005466"	"s-0.006913"	"s0.048891"	"s0.08655"	"s-0.015056"	"s-0.049471"	"s-0.04618"	"s-0.01088"	"s-0.049662"	"s0.043394"	"s-0.027554"	"s-0.055008"	"s-0.02436"	"s-0.144469"	true
"s-0.173045"	"s-0.081155"	"s-0.200881"	"s0.328381"	"s-0.0118"	"s0.098038"	"s-0.035851"	"s0.156868"	"s0.006472"	"s-0.078531"	"s-0.073995"	"s0.029127"	"s-0.079962"	"s0.141403"	"s-0.017809"	"s0.203705"	"s0.021871"	"s0.078595"	"s0.057167"	"s0.104804"	"s0.07155"	"s0.063757"	"s0.046903"	"s0.12764"	"s0.181193"	"s0.18761"	"s0.070261"	"s0.063498"	"s0.092582"	"s0.044603"	"s0.005546"	"s0.055618"	"s-0.036735"	"s-0.09627"	"s-0.044018"	"s0.113876"	"s0.077174"	"s-0.063959"	"s-0.112154"	"s-0.096366"	"s0.027992"	"s0.149156"	"s0.027058"	"s-0.073151"	"s-0.093775"	"s-0.131779"	"s-0.092995"	"s0.151298"	"s-0.041046"	"s-0.081672"	"s-0.068809"	"s-0.081666"	"s-0.025367"	"s-0.017921"	"s9.75E-4"	"s-0.017127"	"s0.01912"	"s-0.083098"	"s0.087924"	"s-0.013783"	"s-0.00555"	"s0.132445"	"s0.084307"	"s0.13521"	"s-0.156612"	"s-0.094449"	"s0.033342"	"s0.052787"	"s0.096084"	"s-0.057346"	"s0.008168"	"s0.173867"	"s0.053226"	"s-0.080154"	"s0.016671"	"s-0.114596"	"s-0.203145"	"s-0.14727"	"s-0.081997"	"s-0.032277"	"s-0.038428"	"s-0.040727"	"s-0.062461"	"s-0.080351"	"s-0.009506"	"s-0.004693"	"s0.04975"	"s-0.00977"	"s0.055999"	"s-0.018528"	"s-0.041423"	"s-0.034654"	"s-0.061787"	"s-0.015428"	"s-0.03472"	"s-0.024903"	"s-0.056727"	"s-0.049021"	"s-0.030145"	"s0.33228"	"s0.124355"	"s-0.021589"	"s0.036673"	false
"s0.077471"	"s0.008666"	"s-0.181016"	"s-0.018961"	"s-0.00431"	"s0.08057"	"s0.003696"	"s0.109745"	"s0.125384"	"s0.079666"	"s0.052555"	"s0.071415"	"s0.104708"	"s0.194409"	"s0.032511"	"s0.071202"	"s0.062928"	"s0.137172"	"s-0.125692"	"s0.041659"	"s0.135085"	"s0.139785"	"s0.210461"	"s0.198507"	"s0.152079"	"s0.041999"	"s-0.023297"	"s0.097509"	"s0.08603"	"s-0.135845"	"s-0.064604"	"s-0.006556"	"s0.185869"	"s0.182082"	"s0.155139"	"s0.099617"	"s0.109141"	"s0.088276"	"s0.065183"	"s-0.012007"	"s0.002796"	"s0.115786"	"s0.086309"	"s0.005674"	"s0.002435"	"s-0.057851"	"s-0.034597"	"s0.122902"	"s-0.094205"	"s-0.011731"	"s-0.076533"	"s-0.011845"	"s-0.027535"	"s-0.107135"	"s-0.090721"	"s0.007017"	"s-0.099213"	"s-0.055137"	"s0.030114"	"s-0.323076"	"s-0.130464"	"s-0.116154"	"s-0.117498"	"s-0.044266"	"s0.038299"	"s-0.099552"	"s-0.107355"	"s-0.064268"	"s0.027485"	"s-0.083532"	"s-0.001607"	"s0.102768"	"s0.08011"	"s0.03766"	"s-0.004147"	"s-0.093289"	"s-0.072451"	"s-0.07144"	"s-0.091201"	"s-0.113074"	"s-0.106061"	"s-0.004037"	"s-0.048694"	"s0.078831"	"s0.022355"	"s0.149687"	"s-0.052002"	"s0.056685"	"s0.038866"	"s0.096689"	"s0.07376"	"s-0.080193"	"s-0.10568"	"s-0.001147"	"s0.077916"	"s0.010146"	"s-0.105932"	"s-0.084294"	"s-0.161012"	"s0.080195"	"s-0.076803"	"s0.146091"	"s0.065395"	false
"s-0.022719"	"s-0.057752"	"s0.028083"	"s-0.103897"	"s-0.07804"	"s0.016005"	"s0.022151"	"s0.062997"	"s-0.014113"	"s-0.07777"	"s-0.102526"	"s-0.079938"	"s-0.081156"	"s-0.049938"	"s-0.046752"	"s-0.167686"	"s-0.072029"	"s-0.051229"	"s0.085469"	"s0.105076"	"s0.146663"	"s-0.05731"	"s-0.066575"	"s0.018183"	"s0.24575"	"s0.079681"	"s-0.100753"	"s-0.010058"	"s0.09941"	"s-0.003882"	"s-0.157245"	"s-0.043738"	"s0.010679"	"s-1.3E-4"	"s-0.063646"	"s0.012993"	"s0.05302"	"s0.070346"	"s-0.067517"	"s-0.240956"	"s-0.151353"	"s0.035578"	"s-0.227861"	"s-0.031056"	"s0.006988"	"s-0.180598"	"s-0.05633"	"s-0.037315"	"s-0.012723"	"s0.018578"	"s0.02867"	"s-0.01018"	"s-0.007725"	"s-0.045199"	"s0.034872"	"s-0.020067"	"s-0.001657"	"s-0.031408"	"s-0.014845"	"s0.064313"	"s-0.006697"	"s0.179245"	"s0.181115"	"s0.293195"	"s-0.171621"	"s0.026593"	"s-0.087998"	"s0.187294"	"s-0.108847"	"s0.055336"	"s0.207208"	"s0.154121"	"s0.09427"	"s0.045728"	"s-0.017878"	"s0.016075"	"s-0.079282"	"s-0.06158"	"s0.022387"	"s-0.089424"	"s-0.105432"	"s-0.122154"	"s0.157247"	"s-0.022574"	"s0.0417"	"s0.067806"	"s-0.029367"	"s0.093041"	"s0.03761"	"s0.155406"	"s0.214763"	"s0.064569"	"s-0.041089"	"s0.111958"	"s-0.066831"	"s-0.085325"	"s-0.101645"	"s-0.096414"	"s0.023576"	"s-0.085576"	"s-0.041228"	"s-0.090768"	"s0.020625"	false
"s-0.006078"	"s-0.018006"	"s0.094384"	"s-0.076111"	"s0.098397"	"s0.107559"	"s0.015999"	"s0.042461"	"s0.04191"	"s0.003186"	"s0.2845"	"s-0.089842"	"s-0.03609"	"s0.01528"	"s0.109275"	"s0.011549"	"s0.060469"	"s0.029577"	"s-0.050551"	"s-0.063682"	"s-0.078268"	"s-0.098812"	"s4.71E-4"	"s-0.20037"	"s-0.151371"	"s-0.121188"	"s-0.128284"	"s-0.102249"	"s-0.159702"	"s-0.113671"	"s-0.102121"	"s-0.1222"	"s-0.005976"	"s-0.013766"	"s-0.029974"	"s-0.023974"	"s-0.150959"	"s0.006638"	"s-0.04336"	"s0.192846"	"s-0.015512"	"s-0.097604"	"s-0.119188"	"s-0.061507"	"s-0.098121"	"s-0.13231"	"s-0.162252"	"s-0.086839"	"s0.119881"	"s0.175037"	"s0.141331"	"s0.112259"	"s0.069318"	"s0.016057"	"s-0.242592"	"s0.011699"	"s0.151707"	"s0.16906"	"s-0.040969"	"s0.022687"	"s-0.109714"	"s-0.05505"	"s0.008311"	"s-0.020109"	"s0.052717"	"s-0.006769"	"s-0.039344"	"s-0.021173"	"s0.006877"	"s-0.021001"	"s-0.045865"	"s0.004477"	"s-0.160451"	"s-0.056984"	"s0.028776"	"s0.102959"	"s0.080082"	"s0.081077"	"s0.125603"	"s-0.080472"	"s0.165915"	"s0.142451"	"s0.109552"	"s-0.120082"	"s-0.068019"	"s-0.03006"	"s-0.157427"	"s-0.07617"	"s0.238909"	"s-0.046344"	"s0.005294"	"s-0.028775"	"s0.057317"	"s-0.006501"	"s0.068843"	"s-0.145251"	"s0.028003"	"s0.035645"	"s-0.043178"	"s-0.060239"	"s-0.051136"	"s-0.063546"	"s0.039255"	false
"s0.228982"	"s0.220626"	"s0.074978"	"s0.075842"	"s0.021516"	"s0.113057"	"s0.027865"	"s0.039288"	"s0.00146"	"s0.097904"	"s-0.029883"	"s-0.018394"	"s0.050113"	"s0.10384"	"s0.004434"	"s-0.056493"	"s-0.013673"	"s-0.005917"	"s0.171335"	"s0.158511"	"s0.041417"	"s0.09494"	"s0.090561"	"s0.018571"	"s-0.010994"	"s-0.036327"	"s-0.099681"	"s-0.061722"	"s0.013008"	"s-0.040979"	"s-0.028191"	"s-0.006259"	"s-0.01304"	"s-0.017382"	"s-0.032032"	"s0.023074"	"s0.036071"	"s0.002413"	"s-0.011677"	"s0.081254"	"s0.19033"	"s0.003491"	"s0.014846"	"s0.008223"	"s-0.052685"	"s0.052168"	"s-0.018835"	"s0.114115"	"s-0.106878"	"s-0.171164"	"s-0.191581"	"s-0.075549"	"s-0.143932"	"s0.102015"	"s-0.096604"	"s0.088891"	"s-0.038257"	"s-0.209483"	"s0.039818"	"s0.03177"	"s-0.038989"	"s-0.083322"	"s-0.14311"	"s-0.076827"	"s0.092353"	"s0.124931"	"s0.168737"	"s0.168372"	"s-0.044366"	"s0.017609"	"s0.001024"	"s-0.040191"	"s0.059715"	"s0.049014"	"s-0.045991"	"s0.032859"	"s0.05043"	"s-0.039115"	"s-0.051022"	"s-0.056445"	"s-0.076305"	"s-0.078296"	"s0.489093"	"s-0.032781"	"s-4.94E-4"	"s0.235392"	"s-0.015134"	"s-0.027228"	"s-0.082044"	"s0.039555"	"s0.107284"	"s-0.036221"	"s-0.057177"	"s-0.029511"	"s-0.074487"	"s-0.069686"	"s-0.063118"	"s0.091608"	"s-0.009466"	"s-0.084812"	"s-0.06023"	"s0.009202"	"s-0.038716"	true
"s0.081267"	"s0.040764"	"s-3.8E-5"	"s0.017859"	"s0.044265"	"s-0.00659"	"s0.06355"	"s0.015248"	"s0.070974"	"s0.099604"	"s0.041214"	"s0.044958"	"s0.179353"	"s0.122956"	"s0.116953"	"s0.076695"	"s0.114509"	"s0.061465"	"s-0.091194"	"s0.048964"	"s0.076762"	"s0.141751"	"s0.128813"	"s0.126116"	"s0.077027"	"s0.114889"	"s0.099866"	"s0.130889"	"s0.065316"	"s0.036415"	"s0.091954"	"s0.069144"	"s0.004064"	"s-0.001845"	"s0.033913"	"s0.109547"	"s0.107372"	"s0.056608"	"s0.082214"	"s0.004962"	"s0.073128"	"s0.039594"	"s0.088025"	"s-0.073102"	"s-0.010739"	"s0.088702"	"s-0.029958"	"s0.139863"	"s-0.139476"	"s-0.121377"	"s-0.041467"	"s0.012256"	"s0.051272"	"s0.032662"	"s0.117707"	"s0.171722"	"s-0.225589"	"s-0.18194"	"s0.031217"	"s-0.050855"	"s-0.185706"	"s-0.131654"	"s-0.041323"	"s-0.116319"	"s0.08305"	"s0.048648"	"s-0.006235"	"s-0.137465"	"s0.002183"	"s-0.029488"	"s-0.099333"	"s-0.094546"	"s0.05438"	"s0.021527"	"s-0.016472"	"s-0.008417"	"s0.004577"	"s-0.198792"	"s-0.163637"	"s0.222199"	"s0.192998"	"s-0.086042"	"s-0.072064"	"s-0.106133"	"s-0.063499"	"s-0.063247"	"s-0.066857"	"s-0.077388"	"s-0.079413"	"s-0.087939"	"s-0.081817"	"s-0.073234"	"s0.197365"	"s-0.071073"	"s0.176643"	"s-0.067196"	"s0.171325"	"s0.1638"	"s-0.06495"	"s-0.077967"	"s-0.078019"	"s-0.042525"	"s0.022219"	false
"s0.014491"	"s-0.089298"	"s0.03286"	"s0.037881"	"s0.099784"	"s-0.014844"	"s0.058987"	"s0.144685"	"s0.011921"	"s0.133951"	"s-0.051009"	"s0.15126"	"s0.055688"	"s-0.230576"	"s0.081179"	"s-0.005271"	"s0.104636"	"s0.083639"	"s0.153371"	"s-0.18543"	"s-0.066667"	"s-0.069384"	"s0.094731"	"s0.12675"	"s0.044895"	"s0.011113"	"s-0.017303"	"s-0.034136"	"s0.086348"	"s-0.073904"	"s-0.056745"	"s-0.039026"	"s0.038494"	"s0.050492"	"s0.051981"	"s0.012079"	"s0.035752"	"s0.013139"	"s-0.333834"	"s0.010445"	"s0.007724"	"s0.047444"	"s0.053708"	"s-0.090268"	"s0.039755"	"s0.009654"	"s0.055469"	"s0.055655"	"s-0.014041"	"s-0.022216"	"s-0.053085"	"s0.001799"	"s-0.099156"	"s0.155801"	"s-0.02081"	"s-0.113184"	"s0.001689"	"s0.024776"	"s-0.026602"	"s-0.059774"	"s-0.045767"	"s-0.075408"	"s-0.040688"	"s-0.103563"	"s0.191634"	"s0.170823"	"s0.193786"	"s0.108587"	"s-0.03903"	"s0.072885"	"s-0.042362"	"s-0.013443"	"s-0.021935"	"s0.022273"	"s-0.028977"	"s-0.06828"	"s0.005007"	"s-0.041756"	"s-0.172269"	"s-0.081549"	"s0.078361"	"s0.065603"	"s-0.066753"	"s0.092116"	"s0.03627"	"s0.052461"	"s-0.094393"	"s-0.093535"	"s-0.10346"	"s0.024082"	"s0.001658"	"s0.369243"	"s0.145162"	"s-0.104193"	"s-0.095162"	"s-0.089288"	"s0.203008"	"s0.118831"	"s0.003285"	"s-0.100724"	"s0.023271"	"s0.011948"	"s-0.152799"	false
"s0.020043"	"s-0.083442"	"s0.119267"	"s-0.069452"	"s0.166433"	"s0.151338"	"s0.103905"	"s0.008397"	"s0.115047"	"s0.03588"	"s0.349313"	"s0.127298"	"s0.003285"	"s0.136427"	"s0.194272"	"s0.136117"	"s0.091784"	"s-0.005754"	"s-0.014375"	"s2.37E-4"	"s-0.035327"	"s0.025941"	"s0.046761"	"s-0.117468"	"s-0.080329"	"s-0.07395"	"s-0.058831"	"s-0.004474"	"s-0.085021"	"s0.035405"	"s0.00465"	"s-0.043256"	"s-0.061955"	"s-0.047497"	"s0.009812"	"s0.015282"	"s-0.031366"	"s-0.010522"	"s-0.056749"	"s-0.121082"	"s-0.071587"	"s-0.044272"	"s-0.061865"	"s0.005852"	"s-0.00535"	"s-0.116711"	"s-0.058333"	"s-0.072711"	"s-0.04639"	"s-0.099866"	"s-0.08975"	"s-0.095273"	"s-0.077772"	"s0.041918"	"s-0.055886"	"s-0.021052"	"s-0.067725"	"s-0.079195"	"s-0.134807"	"s0.092115"	"s0.112291"	"s0.121369"	"s0.13949"	"s-0.085486"	"s-0.083415"	"s0.007739"	"s0.082082"	"s-0.027015"	"s0.088066"	"s0.016667"	"s0.028498"	"s0.003713"	"s0.054422"	"s0.066226"	"s0.055593"	"s0.098074"	"s0.043715"	"s0.061513"	"s0.072599"	"s-0.045088"	"s-0.064119"	"s-0.087667"	"s-0.029761"	"s0.056009"	"s0.394953"	"s0.355258"	"s-0.042968"	"s0.117663"	"s0.143392"	"s0.058544"	"s0.063798"	"s-0.057897"	"s-0.011831"	"s-0.068825"	"s-0.025337"	"s-0.041525"	"s-0.061276"	"s-0.054091"	"s-0.051279"	"s-0.068796"	"s-0.062725"	"s-0.05685"	"s-0.105941"	true
"s-0.119599"	"s-0.106239"	"s-0.194221"	"s-0.126758"	"s-0.166168"	"s0.002844"	"s-0.097067"	"s-0.078961"	"s-0.044592"	"s0.011656"	"s-0.086484"	"s-0.100931"	"s-0.090341"	"s0.001591"	"s-0.042616"	"s-0.023823"	"s-0.089776"	"s-0.027161"	"s-0.106129"	"s0.020846"	"s0.165111"	"s-0.080371"	"s-0.041614"	"s0.002579"	"s-0.037498"	"s0.028092"	"s0.026815"	"s0.031128"	"s0.061471"	"s-0.04709"	"s0.006555"	"s-0.002887"	"s-0.157377"	"s-0.041662"	"s-0.073771"	"s-0.060441"	"s-0.041507"	"s-0.046826"	"s-0.038366"	"s0.166721"	"s-0.047823"	"s-0.225882"	"s-0.084031"	"s0.00717"	"s-0.150679"	"s-0.07748"	"s-0.149414"	"s-0.045662"	"s0.170441"	"s0.234806"	"s0.245462"	"s0.27364"	"s0.345317"	"s-0.165204"	"s0.166736"	"s0.126942"	"s0.169413"	"s0.189087"	"s-0.065494"	"s-0.017287"	"s-0.024718"	"s-0.023018"	"s0.0595"	"s-0.019802"	"s-0.006701"	"s-0.018068"	"s0.01072"	"s0.031175"	"s-0.048644"	"s-0.070855"	"s-0.107406"	"s-0.027812"	"s-0.043893"	"s-0.0952"	"s-0.127709"	"s-0.013217"	"s-0.052986"	"s-0.035524"	"s-0.087928"	"s-0.013024"	"s-0.034891"	"s-0.04533"	"s-0.035212"	"s-0.07007"	"s-0.002912"	"s0.039835"	"s0.008958"	"s0.011617"	"s-0.032513"	"s-0.038735"	"s-0.059727"	"s-0.02035"	"s-0.043732"	"s-9.84E-4"	"s-0.016331"	"s-0.03495"	"s0.057176"	"s0.063616"	"s-0.018503"	"s-0.054739"	"s-0.032358"	"s0.010947"	"s0.146023"	false
"s-0.100012"	"s-0.102842"	"s-0.082823"	"s-0.070704"	"s-0.047149"	"s-0.106372"	"s-0.021556"	"s-0.02395"	"s-0.083"	"s-0.122808"	"s-0.148482"	"s-0.118454"	"s-0.11602"	"s-0.142385"	"s0.021057"	"s-0.102603"	"s-0.015812"	"s0.138892"	"s-0.06554"	"s-0.226662"	"s-0.00632"	"s-0.138725"	"s0.136032"	"s0.220502"	"s-0.024884"	"s0.075295"	"s0.110181"	"s-0.011311"	"s-6.01E-4"	"s-0.0355"	"s-0.040542"	"s-0.054504"	"s-0.004992"	"s-0.001818"	"s0.117446"	"s0.10603"	"s0.089699"	"s-0.115988"	"s-0.068412"	"s-0.057789"	"s0.060297"	"s0.154316"	"s0.07575"	"s0.001262"	"s0.102111"	"s0.079151"	"s0.121917"	"s-0.028162"	"s0.102649"	"s0.004368"	"s0.036449"	"s-0.018867"	"s0.039487"	"s0.073958"	"s0.051419"	"s-0.156719"	"s0.040167"	"s0.114079"	"s-0.110065"	"s-0.07235"	"s-0.106729"	"s-0.008715"	"s-0.07682"	"s-0.085259"	"s0.213063"	"s0.047623"	"s-0.039491"	"s-0.005411"	"s-0.148577"	"s0.100235"	"s-0.051859"	"s-0.078814"	"s0.061476"	"s0.126832"	"s0.081585"	"s-0.017118"	"s-0.005235"	"s0.03216"	"s0.062667"	"s-0.071478"	"s-0.092949"	"s-0.060451"	"s0.281422"	"s-0.057759"	"s-0.087926"	"s0.008375"	"s-0.075665"	"s0.030053"	"s-0.102757"	"s0.136161"	"s0.0546"	"s0.06504"	"s0.166766"	"s0.003476"	"s-0.05024"	"s-0.111293"	"s0.054151"	"s0.052662"	"s0.123869"	"s-0.111091"	"s0.250797"	"s-0.104395"	"s-0.135249"	false
"s0.041284"	"s-0.103266"	"s0.043209"	"s0.008566"	"s-0.056752"	"s-0.132999"	"s-0.048247"	"s0.037912"	"s-0.087869"	"s0.029913"	"s-0.039897"	"s-0.01623"	"s-0.082121"	"s-0.07145"	"s-0.163495"	"s-0.144692"	"s0.004633"	"s0.207744"	"s-0.025765"	"s-0.152573"	"s-0.124184"	"s-0.036993"	"s-0.06137"	"s0.042426"	"s-0.068865"	"s-0.012142"	"s-0.021635"	"s-0.026714"	"s-0.039733"	"s-0.040163"	"s-0.127913"	"s0.008927"	"s-0.04745"	"s-0.056841"	"s-0.009235"	"s-0.076869"	"s-0.085763"	"s-0.053359"	"s-0.111156"	"s-0.180515"	"s-0.075084"	"s-0.146904"	"s-0.150999"	"s-0.034785"	"s-0.02619"	"s-0.057446"	"s-0.069561"	"s-0.063548"	"s0.178967"	"s0.157021"	"s0.149365"	"s0.113633"	"s0.096251"	"s0.012212"	"s-0.058862"	"s-0.127689"	"s0.18116"	"s0.199236"	"s0.038839"	"s0.003864"	"s0.039104"	"s0.081191"	"s0.033905"	"s0.01456"	"s-0.030947"	"s-0.063804"	"s0.106045"	"s0.123796"	"s0.02241"	"s0.079668"	"s0.011196"	"s0.013398"	"s0.032161"	"s-0.035998"	"s0.059172"	"s-0.002014"	"s-0.043607"	"s0.021555"	"s0.019989"	"s-0.090666"	"s-0.10769"	"s-0.125274"	"s-0.023709"	"s0.109432"	"s-0.080748"	"s0.371344"	"s-0.104913"	"s-0.103897"	"s0.209105"	"s0.087394"	"s0.080405"	"s0.190816"	"s0.069094"	"s0.09652"	"s-0.105743"	"s-0.099217"	"s-0.069659"	"s0.140177"	"s-0.079773"	"s-0.087925"	"s0.011953"	"s-0.095088"	"s-0.042066"	false
"s0.096811"	"s-0.041682"	"s0.028294"	"s-0.031508"	"s0.064246"	"s-0.03165"	"s0.129139"	"s0.014053"	"s0.119349"	"s0.106936"	"s0.064034"	"s0.064051"	"s0.168652"	"s0.037228"	"s0.052313"	"s0.033757"	"s0.033227"	"s0.063128"	"s-0.146108"	"s-0.005141"	"s-0.003942"	"s0.051239"	"s0.089706"	"s0.028287"	"s-0.041169"	"s-0.010513"	"s0.065753"	"s0.085485"	"s0.051668"	"s0.065596"	"s0.022013"	"s0.151892"	"s-0.021172"	"s0.090622"	"s0.012144"	"s0.38313"	"s-0.042586"	"s-0.325738"	"s-0.131335"	"s0.132623"	"s0.015622"	"s-0.15179"	"s-0.010478"	"s0.105246"	"s-0.093581"	"s0.087057"	"s0.018514"	"s-0.022399"	"s-0.009231"	"s-0.02088"	"s-0.04148"	"s-0.026576"	"s-0.01773"	"s-0.007157"	"s-0.040772"	"s-0.101113"	"s-0.026637"	"s-0.002091"	"s0.028195"	"s-0.196938"	"s-0.086457"	"s-0.060839"	"s-0.036885"	"s-0.078713"	"s0.086044"	"s0.034262"	"s-0.00116"	"s-0.036"	"s0.176011"	"s-0.024702"	"s-0.046556"	"s-0.032539"	"s-0.041322"	"s-0.009879"	"s0.031177"	"s0.023876"	"s-0.028659"	"s0.015995"	"s0.007001"	"s-0.074119"	"s-0.078523"	"s0.122423"	"s-0.09047"	"s0.129493"	"s-0.089769"	"s-0.091204"	"s0.211884"	"s0.134388"	"s0.209464"	"s-0.101604"	"s-0.098547"	"s-0.094291"	"s-0.079447"	"s-0.096385"	"s-0.057853"	"s0.119594"	"s-0.068194"	"s-0.071151"	"s-0.066821"	"s0.23333"	"s0.11116"	"s0.111507"	"s-0.10862"	true
"s0.042805"	"s0.066509"	"s0.014247"	"s0.107014"	"s0.00693"	"s0.113984"	"s-0.024393"	"s0.084387"	"s0.174248"	"s0.093367"	"s0.139608"	"s0.072006"	"s0.111813"	"s0.09285"	"s0.084237"	"s0.152662"	"s0.046676"	"s0.112086"	"s-0.100217"	"s0.068851"	"s0.090025"	"s0.079623"	"s0.08461"	"s0.149448"	"s0.157536"	"s0.020673"	"s0.009726"	"s0.058639"	"s0.14339"	"s-0.022448"	"s-0.053887"	"s-0.013342"	"s-0.061512"	"s0.118336"	"s-0.037702"	"s-0.090043"	"s-0.050038"	"s-0.047837"	"s0.074686"	"s0.077396"	"s-0.034672"	"s-0.130103"	"s0.010126"	"s0.02759"	"s-0.102306"	"s-0.04731"	"s-0.048373"	"s0.074632"	"s0.036489"	"s0.041091"	"s-0.022958"	"s-0.043753"	"s-0.003345"	"s0.019709"	"s-0.043754"	"s-0.035459"	"s-0.011175"	"s0.013794"	"s0.024015"	"s-0.057109"	"s-0.183246"	"s-0.151694"	"s-0.023067"	"s-0.148621"	"s0.061562"	"s-0.034096"	"s-0.089634"	"s-0.101476"	"s0.077805"	"s0.036024"	"s0.116096"	"s0.016584"	"s0.131065"	"s0.077762"	"s-0.011943"	"s-0.087817"	"s-0.043513"	"s-0.218712"	"s-0.137333"	"s-0.029818"	"s0.10397"	"s-0.102722"	"s0.106585"	"s-0.037683"	"s0.140037"	"s0.112592"	"s-0.01106"	"s0.150112"	"s0.21564"	"s-0.217242"	"s-0.202341"	"s-0.195922"	"s0.037928"	"s-0.203663"	"s-4.46E-4"	"s-0.054188"	"s0.069483"	"s0.056216"	"s-0.064035"	"s0.112521"	"s-0.035057"	"s0.239312"	"s-0.08848"	false
