%
% ARFF data file, generated by KNIME
%
% Date: Mon Nov 28 18:37:17 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE cap-shape	{x,b,s,f,k,c,missing}
@ATTRIBUTE cap-surface	{s,y,f,g,missing}
@ATTRIBUTE cap-color	{n,y,w,g,e,p,b,u,c,r,missing}
@ATTRIBUTE bruises?	{t,f,missing}
@ATTRIBUTE odor	{p,a,l,n,f,c,y,s,m,missing}
@ATTRIBUTE gill-attachment	{f,a,missing}
@ATTRIBUTE gill-spacing	{c,w,missing}
@ATTRIBUTE gill-size	{n,b,missing}
@ATTRIBUTE gill-color	{k,n,g,p,w,h,u,e,b,r,y,o,missing}
@ATTRIBUTE stalk-shape	{e,t,missing}
@ATTRIBUTE stalk-root	{e,c,b,r,missing}
@ATTRIBUTE stalk-surface-above-ring	{s,f,k,y,missing}
@ATTRIBUTE stalk-surface-below-ring	{s,f,y,k,missing}
@ATTRIBUTE Col14	{w,g,p,n,b,e,o,c,y,missing}
@ATTRIBUTE stalk-color-above-ring	{w,p,g,b,n,e,y,o,c,missing}
@ATTRIBUTE veil-type	{p,missing}
@ATTRIBUTE veil-color	{w,n,o,y,missing}
@ATTRIBUTE ring-number	{o,t,n,missing}
@ATTRIBUTE ring-type	{p,e,l,f,n,missing}
@ATTRIBUTE spore-print-color	{k,n,u,h,w,r,o,y,b,missing}
@ATTRIBUTE population	{s,n,a,v,y,c,missing}
@ATTRIBUTE habitat	{u,g,m,d,p,w,l,missing}
@ATTRIBUTE p	{0,1}

@DATA
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,0
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,0
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,1
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,0
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,0
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,0
f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,0
x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,0
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,1
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,0
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,0
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,1
x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,0
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,0
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,1
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,0
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,0
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,0
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,0
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,0
f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,0
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,0
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,0
s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,0
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,1
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,0
f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,0
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,0
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,0
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,0
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,0
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,0
s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,0
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,1
x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,0
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,1
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,0
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,0
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,0
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,0
x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1
b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,0
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,1
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,0
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,1
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,0
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,1
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,0
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,0
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,0
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,0
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,0
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,0
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,0
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,0
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,0
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,0
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,0
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,0
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,0
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,0
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,0
f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,0
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,0
f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,0
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,0
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,0
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,0
f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,0
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,0
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,0
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,0
f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,0
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,1
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,1
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,0
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,0
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,0
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,0
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,0
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,0
f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u,0
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,0
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,0
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,0
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,1
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,0
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,0
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,0
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,0
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,0
x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,1
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,0
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,0
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,0
f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,0
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,0
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,1
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,0
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,0
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,0
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,0
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,0
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,0
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,0
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,0
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,0
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,0
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,1
