%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 10:41:11 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE att0	STRING
@ATTRIBUTE att1	STRING
@ATTRIBUTE att2	STRING
@ATTRIBUTE att3	STRING
@ATTRIBUTE att4	STRING
@ATTRIBUTE att5	STRING
@ATTRIBUTE att6	STRING
@ATTRIBUTE att7	STRING
@ATTRIBUTE att8	STRING
@ATTRIBUTE att9	STRING
@ATTRIBUTE Class	{cortana,false}

@DATA
s85,s146,s136,s134,s181,s106,s149,s109,s37,s149,cortana
s11,s113,s13,s15,s181,s106,s149,s109,s20,s26,cortana
s195,s195,s12,s15,s181,s106,s149,s109,s50,s104,cortana
s69,s57,s127,s178,s181,s106,s149,s109,s147,s167,cortana
s132,s187,s0,s12,s181,s106,s149,s109,s140,s89,cortana
s13,s104,s192,s186,s181,s106,s149,s109,s144,s191,cortana
s138,s136,s75,s157,s181,s106,s149,s109,s199,s28,cortana
s186,s37,s49,s104,s181,s106,s149,s109,s198,s65,cortana
s176,s141,s99,s148,s181,s106,s149,s109,s114,s4,cortana
s128,s41,s128,s86,s181,s106,s149,s109,s139,s193,cortana
s134,s137,s55,s37,s181,s106,s149,s109,s45,s106,cortana
s2,s64,s34,s9,s181,s106,s149,s109,s44,s40,cortana
s133,s150,s87,s25,s181,s106,s149,s109,s56,s121,cortana
s106,s83,s186,s18,s181,s106,s149,s109,s184,s162,cortana
s51,s91,s149,s14,s181,s106,s149,s109,s120,s130,false
s193,s13,s48,s112,s181,s106,s149,s109,s78,s162,false
s73,s36,s149,s78,s181,s106,s149,s109,s138,s3,false
s11,s96,s31,s173,s181,s106,s149,s109,s47,s163,false
s148,s131,s112,s51,s181,s106,s149,s109,s143,s20,false
s91,s22,s72,s47,s181,s106,s149,s109,s57,s106,false
s157,s143,s168,s63,s181,s106,s149,s109,s72,s139,false
s189,s108,s152,s54,s181,s106,s149,s109,s111,s145,false
s56,s33,s175,s123,s181,s106,s149,s109,s144,s26,false
s7,s84,s198,s118,s181,s106,s149,s109,s144,s199,false
s159,s156,s118,s57,s59,s153,s105,s184,s43,s174,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s192,s121,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s120,s130,cortana
s170,s61,s142,s116,s137,s101,s3,s188,s177,s47,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s102,s194,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s175,s131,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s168,s123,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s64,s122,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s49,s105,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s181,s131,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s33,s127,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s97,s24,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s116,s73,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s100,s77,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s9,s157,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s185,s182,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s123,s68,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s54,s41,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s10,s190,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s101,s196,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s48,s33,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s54,s172,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s191,s134,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s198,s80,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s190,s80,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s40,s108,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s116,s0,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s13,s135,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s47,s155,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s173,s124,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s149,s149,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s168,s3,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s176,s169,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s126,s197,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s111,s57,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s117,s195,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s97,s191,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s164,s131,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s162,s37,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s9,s130,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s65,s174,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s190,s8,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s5,s85,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s185,s21,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s4,s97,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s17,s82,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s109,s37,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s54,s26,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s23,s132,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s153,s182,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s41,s169,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s16,s23,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s10,s21,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s192,s99,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s77,s188,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s115,s0,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s155,s36,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s150,s107,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s51,s102,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s187,s99,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s92,s61,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s188,s64,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s82,s15,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s91,s26,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s193,s161,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s12,s198,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s111,s177,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s7,s50,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s159,s91,cortana
s10,s86,s42,s95,s56,s197,s59,s48,s107,s92,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s70,s130,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s42,s128,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s119,s154,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s62,s172,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s102,s162,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s113,s105,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s85,s131,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s28,s93,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s170,s40,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s184,s120,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s152,s199,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s24,s78,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s96,s47,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s134,s196,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s152,s142,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s97,s97,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s81,s3,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s77,s79,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s2,s137,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s181,s184,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s180,s160,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s185,s99,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s142,s32,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s52,s8,cortana
s78,s99,s80,s195,s87,s171,s4,s6,s113,s107,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s60,s48,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s17,s50,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s73,s158,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s165,s102,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s191,s166,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s105,s162,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s124,s125,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s97,s173,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s161,s91,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s110,s12,cortana
s172,s17,s18,s111,s32,s107,s120,s18,s146,s2,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s40,s134,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s130,s159,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s152,s136,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s175,s118,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s20,s197,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s19,s18,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s65,s53,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s28,s14,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s72,s167,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s39,s101,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s95,s131,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s153,s32,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s89,s189,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s63,s5,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s166,s150,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s190,s111,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s106,s12,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s153,s110,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s43,s157,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s63,s53,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s16,s72,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s142,s5,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s111,s83,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s36,s8,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s108,s38,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s136,s5,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s46,s56,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s71,s57,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s7,s138,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s191,s199,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s138,s149,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s74,s30,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s166,s196,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s177,s73,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s44,s144,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s120,s142,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s28,s193,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s180,s136,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s4,s7,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s58,s10,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s154,s176,cortana
s127,s117,s123,s140,s127,s51,s19,s145,s174,s95,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s98,s109,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s10,s27,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s132,s192,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s186,s45,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s78,s193,cortana
s198,s132,s170,s147,s141,s19,s168,s49,s113,s56,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s23,s184,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s26,s138,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s121,s150,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s130,s66,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s28,s43,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s192,s75,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s56,s29,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s86,s145,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s35,s22,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s185,s152,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s109,s119,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s160,s101,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s20,s59,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s63,s8,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s182,s70,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s147,s44,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s164,s133,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s58,s104,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s187,s62,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s118,s147,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s114,s130,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s3,s173,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s70,s68,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s8,s97,cortana
s109,s38,s55,s89,s22,s93,s15,s34,s126,s8,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s57,s130,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s117,s172,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s145,s105,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s170,s158,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s138,s40,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s69,s73,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s163,s110,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s199,s146,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s105,s174,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s181,s118,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s118,s32,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s74,s4,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s172,s162,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s148,s40,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s5,s71,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s17,s73,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s121,s188,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s132,s122,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s154,s3,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s83,s153,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s110,s196,cortana
s159,s156,s118,s57,s59,s153,s105,s184,s79,s102,false
s159,s156,s118,s57,s59,s153,s105,s184,s158,s86,false
s159,s156,s118,s57,s59,s153,s105,s184,s67,s115,false
s159,s156,s118,s57,s59,s153,s105,s184,s173,s160,false
s159,s156,s118,s57,s59,s153,s105,s184,s129,s6,false
s159,s156,s118,s57,s59,s153,s105,s184,s28,s99,false
s159,s156,s118,s57,s59,s153,s105,s184,s10,s191,false
s159,s156,s118,s57,s59,s153,s105,s184,s53,s73,false
s159,s156,s118,s57,s59,s153,s105,s184,s134,s46,false
s159,s156,s118,s57,s59,s153,s105,s184,s105,s3,false
s157,s58,s163,s42,s9,s56,s106,s140,s127,s183,cortana
s110,s166,s76,s136,s143,s56,s140,s100,s0,s48,cortana
s158,s110,s76,s13,s109,s56,s26,s31,s23,s139,cortana
s157,s106,s81,s130,s166,s56,s172,s123,s36,s184,cortana
s80,s181,s79,s29,s154,s56,s1,s54,s127,s50,cortana
s84,s143,s149,s100,s77,s56,s47,s90,s96,s157,cortana
s116,s166,s90,s191,s57,s56,s118,s127,s199,s146,cortana
s133,s166,s12,s190,s116,s56,s33,s166,s76,s81,cortana
s163,s199,s192,s88,s37,s56,s85,s38,s22,s25,cortana
s97,s70,s166,s11,s51,s56,s166,s189,s12,s70,cortana
s169,s110,s104,s75,s134,s56,s187,s165,s19,s55,cortana
s119,s136,s105,s145,s46,s56,s47,s46,s85,s75,cortana
s161,s33,s74,s0,s127,s56,s41,s184,s123,s194,cortana
s121,s62,s118,s28,s135,s56,s11,s28,s166,s151,cortana
s124,s142,s132,s171,s119,s56,s72,s153,s184,s55,cortana
s59,s28,s75,s195,s73,s56,s177,s40,s1,s114,cortana
s62,s146,s133,s164,s33,s56,s139,s191,s99,s43,cortana
s162,s155,s149,s148,s69,s56,s12,s31,s64,s198,cortana
s86,s64,s17,s198,s66,s56,s135,s32,s149,s29,cortana
s94,s15,s31,s169,s132,s56,s22,s128,s157,s28,cortana
s163,s126,s147,s31,s152,s56,s48,s28,s198,s36,cortana
s88,s102,s39,s71,s110,s56,s196,s32,s199,s187,cortana
s184,s164,s76,s12,s10,s56,s149,s157,s187,s193,cortana
s53,s55,s164,s80,s26,s56,s44,s12,s95,s177,cortana
s120,s158,s91,s150,s0,s56,s93,s14,s45,s64,cortana
s135,s29,s191,s5,s94,s56,s104,s71,s100,s144,cortana
s38,s79,s104,s93,s17,s56,s47,s170,s148,s158,cortana
s164,s113,s169,s134,s104,s56,s92,s192,s100,s181,cortana
s193,s51,s19,s163,s107,s56,s125,s144,s130,s37,cortana
s40,s32,s56,s86,s66,s56,s95,s16,s182,s134,cortana
s37,s44,s25,s148,s81,s56,s124,s24,s182,s94,cortana
s24,s97,s7,s127,s116,s56,s150,s195,s187,s118,cortana
s66,s133,s180,s164,s127,s56,s148,s186,s137,s135,cortana
s145,s165,s24,s132,s116,s56,s115,s25,s64,s183,cortana
s8,s106,s117,s131,s182,s56,s89,s181,s75,s12,cortana
s50,s142,s54,s38,s149,s56,s37,s158,s70,s148,cortana
s121,s74,s36,s47,s122,s56,s53,s135,s8,s65,cortana
s148,s186,s185,s72,s140,s56,s8,s120,s108,s125,cortana
s112,s42,s147,s30,s182,s56,s4,s40,s186,s198,cortana
s27,s191,s163,s173,s5,s56,s137,s47,s61,s74,cortana
s59,s89,s196,s152,s199,s56,s164,s12,s26,s106,cortana
s195,s98,s14,s78,s42,s56,s2,s7,s142,s55,cortana
s112,s171,s196,s7,s157,s56,s155,s24,s132,s136,cortana
s170,s150,s149,s121,s145,s56,s10,s102,s187,s82,cortana
s172,s176,s193,s31,s188,s56,s111,s50,s70,s89,cortana
s66,s197,s101,s138,s32,s56,s198,s176,s167,s47,cortana
s49,s94,s63,s113,s23,s56,s73,s37,s118,s150,cortana
s124,s8,s18,s120,s196,s56,s51,s83,s73,s136,cortana
s25,s193,s11,s66,s107,s56,s164,s91,s6,s84,cortana
s46,s146,s42,s186,s9,s56,s166,s85,s6,s88,cortana
s59,s175,s194,s150,s130,s56,s137,s38,s95,s50,cortana
s101,s77,s24,s13,s57,s56,s152,s148,s114,s114,cortana
s131,s155,s130,s131,s17,s56,s88,s66,s48,s82,cortana
s65,s37,s135,s16,s68,s56,s4,s185,s191,s181,cortana
s61,s187,s35,s158,s110,s56,s135,s131,s19,s94,cortana
s51,s29,s31,s157,s58,s56,s113,s89,s40,s91,cortana
s195,s36,s3,s186,s128,s56,s17,s157,s54,s18,cortana
s65,s119,s103,s55,s122,s56,s145,s104,s15,s186,cortana
s67,s179,s51,s22,s60,s56,s109,s158,s116,s176,cortana
s48,s144,s6,s66,s107,s56,s150,s138,s167,s119,cortana
s167,s167,s189,s196,s126,s56,s109,s176,s93,s35,cortana
s104,s84,s69,s110,s57,s56,s64,s149,s75,s1,cortana
s85,s34,s81,s85,s127,s56,s79,s171,s88,s126,cortana
s193,s32,s145,s154,s33,s56,s112,s121,s183,s171,cortana
s181,s126,s87,s51,s156,s56,s174,s78,s173,s177,cortana
s89,s102,s103,s84,s86,s56,s188,s142,s65,s35,cortana
s18,s135,s97,s129,s32,s56,s108,s97,s29,s187,cortana
s41,s108,s71,s25,s20,s56,s195,s32,s123,s33,cortana
s91,s171,s32,s33,s60,s56,s159,s104,s8,s92,cortana
s110,s66,s9,s14,s128,s56,s34,s67,s13,s194,cortana
s30,s11,s149,s197,s148,s56,s111,s22,s192,s154,cortana
s90,s116,s114,s141,s38,s30,s94,s167,s145,s143,cortana
s55,s37,s161,s104,s90,s56,s146,s75,s45,s17,cortana
s53,s166,s72,s53,s100,s56,s27,s24,s174,s32,cortana
s51,s37,s40,s85,s154,s56,s74,s84,s90,s106,cortana
s99,s76,s69,s156,s185,s56,s130,s153,s68,s23,cortana
s64,s49,s88,s30,s103,s56,s167,s193,s24,s14,cortana
s153,s161,s19,s136,s26,s56,s66,s61,s23,s169,cortana
s146,s134,s169,s31,s72,s56,s21,s139,s39,s122,cortana
s40,s171,s7,s64,s141,s56,s126,s66,s116,s129,cortana
s159,s116,s58,s182,s188,s188,s104,s16,s195,s177,cortana
s79,s191,s155,s8,s128,s56,s174,s162,s21,s70,cortana
s113,s45,s69,s193,s52,s56,s29,s142,s16,s180,cortana
s197,s45,s142,s189,s112,s56,s147,s74,s57,s46,cortana
s173,s153,s38,s93,s20,s56,s179,s119,s125,s55,cortana
s7,s72,s57,s83,s75,s56,s24,s135,s164,s131,cortana
s23,s53,s101,s39,s18,s6,s97,s67,s44,s79,cortana
s80,s125,s54,s78,s178,s56,s32,s105,s83,s185,cortana
s145,s106,s95,s72,s145,s56,s122,s125,s45,s10,cortana
s132,s79,s169,s152,s117,s56,s71,s62,s68,s138,cortana
s9,s127,s126,s126,s197,s56,s191,s91,s147,s49,cortana
s153,s48,s116,s164,s72,s56,s101,s40,s165,s53,cortana
s174,s118,s21,s19,s75,s56,s172,s155,s81,s89,cortana
s28,s81,s115,s147,s129,s56,s99,s157,s93,s4,cortana
s84,s56,s193,s90,s76,s56,s87,s109,s105,s68,cortana
s57,s161,s81,s6,s23,s56,s99,s50,s30,s83,cortana
s181,s82,s167,s86,s160,s56,s108,s48,s123,s72,cortana
s4,s109,s184,s146,s177,s56,s15,s95,s24,s25,cortana
s139,s40,s117,s91,s188,s56,s169,s163,s60,s45,cortana
s0,s36,s34,s28,s68,s56,s42,s31,s44,s144,cortana
s134,s29,s172,s166,s65,s56,s67,s101,s95,s128,cortana
s8,s70,s37,s83,s61,s56,s99,s155,s101,s61,cortana
s15,s165,s134,s88,s28,s56,s162,s60,s141,s67,cortana
s139,s86,s112,s113,s19,s56,s26,s7,s21,s92,cortana
s121,s37,s146,s80,s139,s56,s195,s24,s34,s46,cortana
s154,s6,s188,s191,s59,s56,s161,s17,s75,s195,cortana
s15,s47,s57,s181,s19,s4,s21,s136,s122,s47,cortana
s7,s129,s181,s85,s154,s56,s68,s49,s67,s136,cortana
s14,s122,s155,s174,s17,s56,s154,s41,s52,s123,cortana
s34,s118,s157,s123,s65,s56,s85,s121,s199,s86,cortana
s31,s156,s65,s115,s139,s56,s35,s159,s42,s151,cortana
s161,s143,s95,s79,s11,s56,s196,s9,s14,s64,cortana
s58,s78,s45,s125,s42,s56,s73,s35,s104,s142,cortana
s163,s193,s189,s131,s22,s56,s172,s15,s167,s8,cortana
s175,s25,s127,s105,s177,s56,s34,s177,s101,s5,cortana
s66,s144,s162,s15,s142,s56,s48,s98,s37,s167,cortana
s98,s107,s106,s139,s110,s56,s107,s10,s85,s120,cortana
s100,s135,s112,s23,s198,s56,s191,s1,s197,s151,cortana
s145,s184,s183,s106,s15,s56,s92,s25,s134,s36,cortana
s68,s143,s26,s117,s135,s56,s113,s45,s167,s103,cortana
s46,s32,s163,s22,s36,s56,s0,s163,s65,s18,cortana
s107,s181,s88,s139,s8,s56,s174,s138,s132,s102,cortana
s136,s194,s36,s188,s75,s56,s21,s59,s49,s29,cortana
s94,s178,s173,s168,s65,s56,s131,s147,s195,s32,cortana
s52,s134,s156,s90,s136,s56,s16,s71,s175,s172,cortana
s47,s75,s110,s90,s9,s56,s193,s18,s80,s186,cortana
s51,s88,s107,s6,s41,s56,s17,s196,s84,s131,cortana
s126,s143,s112,s111,s125,s56,s0,s76,s32,s187,cortana
s105,s94,s50,s11,s18,s56,s20,s45,s108,s112,cortana
s74,s167,s15,s23,s143,s56,s54,s59,s181,s51,cortana
s3,s165,s142,s91,s166,s56,s74,s87,s182,s163,cortana
s30,s175,s193,s140,s160,s56,s177,s88,s198,s183,cortana
s90,s196,s138,s159,s93,s56,s37,s172,s65,s58,cortana
s11,s7,s173,s163,s95,s56,s48,s18,s44,s101,cortana
s154,s194,s59,s28,s104,s56,s96,s169,s92,s139,cortana
s82,s14,s192,s90,s10,s56,s76,s8,s151,s166,cortana
s173,s21,s158,s182,s102,s56,s99,s87,s132,s50,cortana
s133,s65,s47,s37,s164,s56,s86,s14,s56,s100,cortana
s53,s113,s149,s69,s179,s56,s94,s131,s153,s87,cortana
s26,s91,s170,s185,s22,s56,s152,s58,s0,s149,cortana
s164,s18,s160,s15,s118,s56,s43,s23,s4,s24,cortana
s13,s32,s147,s71,s63,s56,s58,s129,s175,s110,cortana
s49,s195,s104,s116,s161,s56,s46,s31,s35,s101,cortana
s8,s106,s8,s51,s129,s56,s100,s118,s134,s50,cortana
s154,s106,s169,s38,s134,s56,s182,s23,s156,s150,cortana
s60,s48,s49,s98,s1,s56,s136,s155,s176,s67,cortana
s24,s21,s78,s53,s2,s56,s137,s138,s102,s136,cortana
s116,s144,s189,s93,s21,s56,s78,s166,s162,s143,cortana
s46,s136,s17,s189,s197,s56,s163,s125,s39,s148,cortana
s80,s112,s58,s189,s90,s56,s117,s101,s116,s92,cortana
s92,s59,s105,s176,s81,s56,s2,s62,s28,s134,cortana
s60,s115,s60,s114,s112,s56,s118,s75,s102,s29,cortana
s61,s3,s193,s159,s39,s56,s150,s181,s171,s29,cortana
s70,s173,s110,s71,s182,s56,s181,s136,s127,s176,cortana
s30,s125,s0,s97,s164,s56,s157,s124,s45,s96,cortana
s29,s192,s137,s47,s74,s56,s140,s111,s171,s85,cortana
s148,s130,s8,s124,s46,s56,s110,s51,s44,s171,cortana
s183,s191,s58,s143,s94,s56,s26,s135,s80,s134,cortana
s17,s178,s110,s10,s15,s56,s165,s18,s196,s96,cortana
s142,s171,s78,s3,s7,s56,s95,s131,s56,s158,cortana
s53,s32,s138,s14,s37,s56,s126,s102,s37,s140,cortana
s174,s40,s134,s99,s41,s56,s177,s59,s55,s101,cortana
s49,s183,s31,s177,s98,s56,s128,s37,s39,s50,cortana
s78,s8,s4,s190,s189,s56,s74,s117,s94,s141,cortana
s128,s35,s161,s179,s71,s56,s146,s114,s70,s119,cortana
s66,s4,s41,s72,s78,s56,s185,s23,s52,s36,cortana
s151,s168,s87,s192,s143,s99,s194,s101,s199,s161,cortana
s180,s69,s178,s25,s29,s56,s13,s108,s193,s33,cortana
s114,s8,s119,s87,s50,s56,s159,s74,s22,s195,cortana
s105,s183,s181,s110,s118,s101,s5,s39,s76,s60,cortana
s168,s71,s142,s62,s52,s56,s68,s162,s127,s107,cortana
