Mean_Acc1298_Mean_Mem40_Centroid	Mean_Acc1298_Mean_Mem40_Rolloff	Mean_Acc1298_Mean_Mem40_Flux	Mean_Acc1298_Mean_Mem40_MFCC_0	Mean_Acc1298_Mean_Mem40_MFCC_1	Mean_Acc1298_Mean_Mem40_MFCC_2	Mean_Acc1298_Mean_Mem40_MFCC_3	Mean_Acc1298_Mean_Mem40_MFCC_4	Mean_Acc1298_Mean_Mem40_MFCC_5	Mean_Acc1298_Mean_Mem40_MFCC_6	Mean_Acc1298_Mean_Mem40_MFCC_7	Mean_Acc1298_Mean_Mem40_MFCC_8	Mean_Acc1298_Mean_Mem40_MFCC_9	Mean_Acc1298_Mean_Mem40_MFCC_10	Mean_Acc1298_Mean_Mem40_MFCC_11	Mean_Acc1298_Mean_Mem40_MFCC_12	Mean_Acc1298_Std_Mem40_Centroid	Mean_Acc1298_Std_Mem40_Rolloff	Mean_Acc1298_Std_Mem40_Flux	Mean_Acc1298_Std_Mem40_MFCC_0	Mean_Acc1298_Std_Mem40_MFCC_1	Mean_Acc1298_Std_Mem40_MFCC_2	Mean_Acc1298_Std_Mem40_MFCC_3	Mean_Acc1298_Std_Mem40_MFCC_4	Mean_Acc1298_Std_Mem40_MFCC_5	Mean_Acc1298_Std_Mem40_MFCC_6	Mean_Acc1298_Std_Mem40_MFCC_7	Mean_Acc1298_Std_Mem40_MFCC_8	Mean_Acc1298_Std_Mem40_MFCC_9	Mean_Acc1298_Std_Mem40_MFCC_10	Mean_Acc1298_Std_Mem40_MFCC_11	Mean_Acc1298_Std_Mem40_MFCC_12	Std_Acc1298_Mean_Mem40_Centroid	Std_Acc1298_Mean_Mem40_Rolloff	Std_Acc1298_Mean_Mem40_Flux	Std_Acc1298_Mean_Mem40_MFCC_0	Std_Acc1298_Mean_Mem40_MFCC_1	Std_Acc1298_Mean_Mem40_MFCC_2	Std_Acc1298_Mean_Mem40_MFCC_3	Std_Acc1298_Mean_Mem40_MFCC_4	Std_Acc1298_Mean_Mem40_MFCC_5	Std_Acc1298_Mean_Mem40_MFCC_6	Std_Acc1298_Mean_Mem40_MFCC_7	Std_Acc1298_Mean_Mem40_MFCC_8	Std_Acc1298_Mean_Mem40_MFCC_9	Std_Acc1298_Mean_Mem40_MFCC_10	Std_Acc1298_Mean_Mem40_MFCC_11	Std_Acc1298_Mean_Mem40_MFCC_12	Std_Acc1298_Std_Mem40_Centroid	Std_Acc1298_Std_Mem40_Rolloff	Std_Acc1298_Std_Mem40_Flux	Std_Acc1298_Std_Mem40_MFCC_0	Std_Acc1298_Std_Mem40_MFCC_1	Std_Acc1298_Std_Mem40_MFCC_2	Std_Acc1298_Std_Mem40_MFCC_3	Std_Acc1298_Std_Mem40_MFCC_4	Std_Acc1298_Std_Mem40_MFCC_5	Std_Acc1298_Std_Mem40_MFCC_6	Std_Acc1298_Std_Mem40_MFCC_7	Std_Acc1298_Std_Mem40_MFCC_8	Std_Acc1298_Std_Mem40_MFCC_9	Std_Acc1298_Std_Mem40_MFCC_10	Std_Acc1298_Std_Mem40_MFCC_11	Std_Acc1298_Std_Mem40_MFCC_12	BH_LowPeakAmp	BH_LowPeakBPM	BH_HighPeakAmp	BH_HighPeakBPM	BH_HighLowRatio	BHSUM1	BHSUM2	BHSUM3	Class
"s0.075804"	"s0.17712"	"s0.086337"	"s-74.977838"	"s4.211009"	"s-0.453023"	"s3.196087"	"s0.531016"	"s1.098315"	"s0.754951"	"s0.319444"	"s0.647859"	"s0.732481"	"s0.94197"	"s0.75418"	"s0.805721"	"s0.051155"	"s0.137571"	"s0.037496"	"s6.889522"	"s1.865293"	"s1.081717"	"s1.017085"	"s0.812119"	"s0.702575"	"s0.772238"	"s0.620317"	"s0.649657"	"s0.571258"	"s0.505716"	"s0.529332"	"s0.597292"	"s0.037342"	"s0.071988"	"s0.007781"	"s5.000543"	"s1.699545"	"s0.595329"	"s0.746077"	"s0.642574"	"s0.553121"	"s0.744061"	"s0.387173"	"s0.332693"	"s0.350373"	"s0.24686"	"s0.337471"	"s0.454674"	"s0.025923"	"s0.079389"	"s0.029534"	"s4.221782"	"s0.563023"	"s0.264693"	"s0.276157"	"s0.261359"	"s0.122574"	"s0.14455"	"s0.111518"	"s0.123373"	"s0.116367"	"s0.088742"	"s0.141331"	"s0.135836"	"s0.45389"	"s75.0"	"s0.062848"	"s150.0"	"s2.0"	"s0.955599"	"s0.133176"	"s1.310646"	false
"s0.107558"	"s0.28041"	"s0.088658"	"s-68.003009"	"s2.646582"	"s1.38502"	"s1.536225"	"s0.530545"	"s0.982815"	"s0.65512"	"s0.458284"	"s0.559972"	"s0.411552"	"s0.553372"	"s0.459881"	"s0.462035"	"s0.077115"	"s0.212825"	"s0.034159"	"s5.205999"	"s1.361096"	"s1.047785"	"s0.957139"	"s0.84346"	"s0.686088"	"s0.611267"	"s0.614017"	"s0.525897"	"s0.528201"	"s0.489737"	"s0.483263"	"s0.454057"	"s0.030603"	"s0.068766"	"s0.007445"	"s2.24681"	"s0.660807"	"s0.58618"	"s0.42613"	"s0.26665"	"s0.270914"	"s0.263991"	"s0.214665"	"s0.261833"	"s0.181678"	"s0.167596"	"s0.155796"	"s0.169125"	"s0.024422"	"s0.05154"	"s0.030071"	"s4.13059"	"s0.393977"	"s0.213435"	"s0.248459"	"s0.187636"	"s0.155655"	"s0.103619"	"s0.101475"	"s0.095253"	"s0.081609"	"s0.067333"	"s0.077498"	"s0.056717"	"s0.251191"	"s59.0"	"s0.012827"	"s177.0"	"s3.0"	"s0.354375"	"s0.101464"	"s0.77416"	false
"s0.050194"	"s0.238148"	"s0.086178"	"s-75.475009"	"s4.384101"	"s1.947962"	"s0.597421"	"s0.389231"	"s0.727658"	"s0.517144"	"s1.168998"	"s1.564683"	"s1.056599"	"s0.451163"	"s-0.018296"	"s0.499248"	"s0.051942"	"s0.304929"	"s0.043466"	"s6.221928"	"s1.808245"	"s1.025677"	"s0.545658"	"s0.416597"	"s0.452396"	"s0.384079"	"s0.391524"	"s0.38225"	"s0.369265"	"s0.409509"	"s0.428796"	"s0.511477"	"s0.018575"	"s0.098615"	"s0.007092"	"s4.15686"	"s1.095872"	"s0.127334"	"s0.161126"	"s0.369917"	"s0.428859"	"s0.128513"	"s0.114834"	"s0.186077"	"s0.200652"	"s0.109138"	"s0.069755"	"s0.392332"	"s0.024729"	"s0.084555"	"s0.028871"	"s3.872721"	"s0.302402"	"s0.067745"	"s0.106258"	"s0.08615"	"s0.078439"	"s0.049677"	"s0.071526"	"s0.099334"	"s0.062693"	"s0.089297"	"s0.162021"	"s0.191375"	"s0.453483"	"s68.0"	"s0.783361"	"s136.0"	"s2.0"	"s0.470912"	"s0.97987"	"s1.70247"	false
"s0.041949"	"s0.09446"	"s0.081561"	"s-62.894955"	"s5.924532"	"s0.065796"	"s1.623288"	"s0.524832"	"s1.081143"	"s0.245201"	"s0.412437"	"s0.205379"	"s0.334754"	"s0.368257"	"s0.392306"	"s0.33505"	"s0.020166"	"s0.054282"	"s0.034939"	"s3.480119"	"s1.097322"	"s0.620009"	"s0.543849"	"s0.486966"	"s0.467708"	"s0.451201"	"s0.440286"	"s0.438243"	"s0.377483"	"s0.409495"	"s0.415314"	"s0.381224"	"s0.016294"	"s0.050527"	"s0.008164"	"s2.457271"	"s0.991227"	"s0.481519"	"s0.455968"	"s0.329808"	"s0.196247"	"s0.276693"	"s0.175876"	"s0.282124"	"s0.149131"	"s0.207968"	"s0.203887"	"s0.276951"	"s0.027113"	"s0.060588"	"s0.030413"	"s4.426164"	"s0.542862"	"s0.165254"	"s0.131456"	"s0.119642"	"s0.100583"	"s0.117561"	"s0.084561"	"s0.118388"	"s0.066672"	"s0.08308"	"s0.10271"	"s0.088777"	"s0.376595"	"s59.0"	"s0.0"	"s118.0"	"s2.0"	"s0.486486"	"s0.304349"	"s1.276029"	false
"s0.062768"	"s0.222477"	"s0.096054"	"s-65.21457"	"s4.125334"	"s0.785891"	"s1.34925"	"s0.644372"	"s0.236353"	"s0.841198"	"s0.476742"	"s0.398065"	"s0.571031"	"s0.397217"	"s0.731894"	"s0.34025"	"s0.058954"	"s0.268347"	"s0.042759"	"s5.179751"	"s1.672605"	"s1.288226"	"s0.985034"	"s0.808311"	"s0.82646"	"s0.686076"	"s0.690718"	"s0.645525"	"s0.609008"	"s0.549128"	"s0.548788"	"s0.480706"	"s0.018027"	"s0.053782"	"s0.008995"	"s3.010553"	"s0.503115"	"s0.663279"	"s0.392874"	"s0.339872"	"s0.341735"	"s0.229086"	"s0.245589"	"s0.291722"	"s0.228703"	"s0.164681"	"s0.280617"	"s0.187136"	"s0.029201"	"s0.061891"	"s0.029931"	"s3.479002"	"s0.48208"	"s0.328299"	"s0.235137"	"s0.18415"	"s0.163489"	"s0.151499"	"s0.116157"	"s0.135423"	"s0.116958"	"s0.096527"	"s0.083057"	"s0.065797"	"s0.137105"	"s52.0"	"s0.053646"	"s104.0"	"s2.0"	"s0.243382"	"s0.113101"	"s0.356483"	false
"s0.10879"	"s0.277053"	"s0.085306"	"s-66.216799"	"s2.711523"	"s0.160423"	"s0.889211"	"s0.082194"	"s0.734185"	"s0.608732"	"s0.779655"	"s1.065569"	"s0.851595"	"s0.380755"	"s0.609172"	"s1.092881"	"s0.073841"	"s0.187332"	"s0.034578"	"s3.07477"	"s1.070096"	"s0.621424"	"s0.494747"	"s0.691011"	"s0.530898"	"s0.497166"	"s0.418891"	"s0.427689"	"s0.432624"	"s0.432522"	"s0.443554"	"s0.514403"	"s0.02092"	"s0.053506"	"s0.009159"	"s1.722886"	"s0.770467"	"s0.443908"	"s0.385335"	"s0.34761"	"s0.24666"	"s0.117125"	"s0.139287"	"s0.13399"	"s0.134081"	"s0.146652"	"s0.084109"	"s0.129755"	"s0.025223"	"s0.053695"	"s0.029884"	"s3.839399"	"s0.340847"	"s0.134391"	"s0.106554"	"s0.090036"	"s0.069486"	"s0.060702"	"s0.058363"	"s0.050236"	"s0.080841"	"s0.054602"	"s0.081723"	"s0.067279"	"s0.800435"	"s68.0"	"s1.026106"	"s136.0"	"s2.0"	"s0.816114"	"s1.120407"	"s1.956465"	true
"s0.177109"	"s0.507998"	"s0.092037"	"s-69.035817"	"s0.051474"	"s0.219874"	"s-0.443957"	"s0.811118"	"s1.222732"	"s0.827212"	"s0.428245"	"s0.995599"	"s0.37405"	"s0.67774"	"s0.52371"	"s0.39788"	"s0.140946"	"s0.270769"	"s0.038869"	"s6.002879"	"s1.245533"	"s0.928566"	"s0.911636"	"s0.666283"	"s0.52693"	"s0.442093"	"s0.432213"	"s0.434833"	"s0.386571"	"s0.409072"	"s0.389234"	"s0.433581"	"s0.021436"	"s0.045658"	"s0.007042"	"s1.67134"	"s0.515621"	"s0.154168"	"s0.205974"	"s0.143731"	"s0.089649"	"s0.091988"	"s0.082279"	"s0.086772"	"s0.06505"	"s0.048837"	"s0.050827"	"s0.044679"	"s0.009299"	"s0.030827"	"s0.028619"	"s3.470141"	"s0.295279"	"s0.069729"	"s0.083911"	"s0.064645"	"s0.070842"	"s0.04113"	"s0.044954"	"s0.043969"	"s0.047294"	"s0.04701"	"s0.046095"	"s0.041818"	"s1.331439"	"s66.0"	"s1.333808"	"s132.0"	"s2.0"	"s1.490878"	"s1.383828"	"s2.885928"	false
"s0.058323"	"s0.276537"	"s0.0962"	"s-74.222266"	"s4.218408"	"s0.415933"	"s1.640724"	"s0.573841"	"s0.679627"	"s0.75968"	"s0.292407"	"s0.798472"	"s0.818948"	"s0.461959"	"s0.310963"	"s0.286698"	"s0.066331"	"s0.330008"	"s0.04623"	"s7.0642"	"s1.316938"	"s1.043931"	"s1.141721"	"s0.868545"	"s0.693897"	"s0.658251"	"s0.624326"	"s0.58297"	"s0.593058"	"s0.52621"	"s0.580265"	"s0.545344"	"s0.031269"	"s0.102273"	"s0.009267"	"s3.765438"	"s0.769323"	"s0.64657"	"s0.730018"	"s0.447451"	"s0.357291"	"s0.238062"	"s0.318884"	"s0.294902"	"s0.356452"	"s0.282631"	"s0.320928"	"s0.303473"	"s0.051924"	"s0.083027"	"s0.028965"	"s3.612692"	"s0.28917"	"s0.275284"	"s0.329738"	"s0.224551"	"s0.165468"	"s0.127254"	"s0.130997"	"s0.090082"	"s0.120084"	"s0.121045"	"s0.139876"	"s0.138174"	"s0.319601"	"s59.0"	"s0.0"	"s118.0"	"s2.0"	"s0.448569"	"s0.053954"	"s0.784614"	true
"s0.072413"	"s0.375537"	"s0.116735"	"s-70.634337"	"s2.712545"	"s0.458446"	"s2.152459"	"s1.84152"	"s1.033978"	"s0.293254"	"s1.224925"	"s-0.07117"	"s0.16586"	"s0.399752"	"s1.107886"	"s-0.047387"	"s0.079428"	"s0.35843"	"s0.064973"	"s7.692047"	"s1.570193"	"s0.98324"	"s0.839595"	"s0.906729"	"s0.574667"	"s0.565955"	"s0.829619"	"s1.000042"	"s0.81411"	"s0.550436"	"s0.692112"	"s1.001184"	"s0.013235"	"s0.0845"	"s0.014245"	"s2.384888"	"s0.276674"	"s0.278807"	"s0.113009"	"s0.239312"	"s0.111557"	"s0.084039"	"s0.158832"	"s0.165283"	"s0.222812"	"s0.112239"	"s0.147344"	"s0.163006"	"s0.022815"	"s0.031446"	"s0.026725"	"s4.183"	"s0.317877"	"s0.115274"	"s0.116922"	"s0.069767"	"s0.117765"	"s0.074756"	"s0.11061"	"s0.14645"	"s0.076746"	"s0.072647"	"s0.078289"	"s0.155846"	"s1.069054"	"s60.0"	"s1.032727"	"s120.0"	"s2.0"	"s1.219352"	"s1.032727"	"s2.284907"	false
"s0.082788"	"s0.168759"	"s0.08128"	"s-69.797753"	"s4.777137"	"s0.156781"	"s1.066205"	"s0.499967"	"s0.941953"	"s0.300578"	"s0.277646"	"s0.232851"	"s0.851605"	"s0.613225"	"s0.224697"	"s0.717423"	"s0.029034"	"s0.092112"	"s0.030031"	"s4.478881"	"s0.892166"	"s0.991349"	"s0.882324"	"s0.578833"	"s0.548978"	"s0.586093"	"s0.517807"	"s0.541725"	"s0.503318"	"s0.505877"	"s0.477479"	"s0.496615"	"s0.022885"	"s0.055678"	"s0.00892"	"s2.578558"	"s0.673917"	"s0.796365"	"s0.672011"	"s0.322397"	"s0.337698"	"s0.351636"	"s0.329543"	"s0.439771"	"s0.324629"	"s0.309215"	"s0.358286"	"s0.24034"	"s0.026298"	"s0.069301"	"s0.030416"	"s4.09726"	"s0.351926"	"s0.300354"	"s0.191863"	"s0.151884"	"s0.116414"	"s0.118421"	"s0.096084"	"s0.132468"	"s0.136181"	"s0.10919"	"s0.101861"	"s0.11008"	"s0.143288"	"s63.0"	"s0.490267"	"s126.0"	"s2.0"	"s0.821658"	"s0.85744"	"s1.691989"	false
"s0.066218"	"s0.208038"	"s0.091095"	"s-68.998597"	"s4.956389"	"s0.304131"	"s2.073372"	"s0.240701"	"s1.07209"	"s0.02695"	"s0.499889"	"s0.097694"	"s-0.197067"	"s0.372549"	"s0.526801"	"s0.492292"	"s0.048804"	"s0.204149"	"s0.039535"	"s4.991497"	"s1.342422"	"s0.979497"	"s0.942053"	"s0.811703"	"s0.687225"	"s0.647479"	"s0.718785"	"s0.824364"	"s0.842697"	"s0.545775"	"s0.65117"	"s0.724074"	"s0.030874"	"s0.062339"	"s0.006672"	"s2.692037"	"s0.57554"	"s0.323263"	"s0.527916"	"s0.639389"	"s0.471982"	"s0.370499"	"s0.361696"	"s0.849324"	"s0.711604"	"s0.293079"	"s0.590662"	"s0.540614"	"s0.023727"	"s0.087115"	"s0.029207"	"s3.689329"	"s0.30791"	"s0.156907"	"s0.167162"	"s0.212176"	"s0.137247"	"s0.105836"	"s0.151629"	"s0.279331"	"s0.285233"	"s0.122835"	"s0.211985"	"s0.279967"	"s0.842816"	"s59.0"	"s0.002689"	"s118.0"	"s2.0"	"s0.976143"	"s0.030985"	"s1.007128"	true
"s0.11121"	"s0.27455"	"s0.084976"	"s-67.225608"	"s3.313745"	"s0.459859"	"s1.251505"	"s0.04433"	"s0.571073"	"s0.607053"	"s0.199862"	"s0.294374"	"s0.432413"	"s0.346948"	"s0.480268"	"s0.469692"	"s0.090074"	"s0.249952"	"s0.03415"	"s4.81205"	"s1.590484"	"s1.225907"	"s1.102686"	"s0.849926"	"s0.649623"	"s0.658737"	"s0.598624"	"s0.560221"	"s0.562273"	"s0.516356"	"s0.492334"	"s0.540606"	"s0.041589"	"s0.074078"	"s0.008462"	"s2.330406"	"s0.751318"	"s0.577288"	"s0.496844"	"s0.347212"	"s0.230102"	"s0.206073"	"s0.175673"	"s0.238657"	"s0.220506"	"s0.197613"	"s0.216942"	"s0.197795"	"s0.043548"	"s0.072052"	"s0.029761"	"s3.805177"	"s0.401537"	"s0.257184"	"s0.208241"	"s0.217672"	"s0.101927"	"s0.096514"	"s0.089505"	"s0.079514"	"s0.121325"	"s0.089597"	"s0.074954"	"s0.112222"	"s0.132562"	"s61.0"	"s0.0"	"s122.0"	"s2.0"	"s0.434231"	"s0.072639"	"s0.50687"	false
"s0.088297"	"s0.267556"	"s0.087532"	"s-68.983988"	"s4.66717"	"s-0.097793"	"s-0.154632"	"s0.590259"	"s0.780323"	"s0.911183"	"s0.819172"	"s0.518926"	"s0.26257"	"s0.271131"	"s0.372106"	"s0.445127"	"s0.071232"	"s0.255348"	"s0.034225"	"s4.269548"	"s1.666582"	"s0.989102"	"s0.698851"	"s0.548414"	"s0.594068"	"s0.511962"	"s0.555539"	"s0.483569"	"s0.47026"	"s0.499736"	"s0.421185"	"s0.4634"	"s0.020534"	"s0.070905"	"s0.007015"	"s2.553619"	"s1.033422"	"s1.453016"	"s0.44022"	"s0.282277"	"s0.261981"	"s0.199209"	"s0.2166"	"s0.204807"	"s0.14508"	"s0.207815"	"s0.172497"	"s0.17774"	"s0.02526"	"s0.084893"	"s0.029847"	"s3.759436"	"s0.376927"	"s0.252442"	"s0.118597"	"s0.088637"	"s0.126404"	"s0.080562"	"s0.08139"	"s0.078488"	"s0.054636"	"s0.092339"	"s0.060148"	"s0.078843"	"s0.416674"	"s68.0"	"s0.243528"	"s136.0"	"s2.0"	"s0.557922"	"s0.355576"	"s1.222911"	false
"s0.035117"	"s0.30836"	"s0.104195"	"s-75.09367"	"s5.102427"	"s0.048774"	"s2.009931"	"s0.465896"	"s1.299332"	"s0.169002"	"s0.472282"	"s0.341833"	"s0.449589"	"s0.525277"	"s0.597711"	"s0.473255"	"s0.037743"	"s0.374922"	"s0.058475"	"s7.088267"	"s1.498091"	"s0.885184"	"s0.725196"	"s0.642298"	"s0.530442"	"s0.524824"	"s0.508649"	"s0.467944"	"s0.475962"	"s0.487242"	"s0.442758"	"s0.408053"	"s0.022717"	"s0.111437"	"s0.00815"	"s2.909383"	"s0.767018"	"s0.349985"	"s0.380701"	"s0.254054"	"s0.188234"	"s0.172579"	"s0.12035"	"s0.114553"	"s0.118297"	"s0.143477"	"s0.141306"	"s0.139291"	"s0.027939"	"s0.111272"	"s0.027907"	"s3.643178"	"s0.338393"	"s0.168042"	"s0.18078"	"s0.116846"	"s0.082125"	"s0.079492"	"s0.076358"	"s0.075009"	"s0.059556"	"s0.09189"	"s0.056311"	"s0.047828"	"s0.585421"	"s65.0"	"s0.525255"	"s130.0"	"s2.0"	"s0.786478"	"s0.615703"	"s1.444856"	true
"s0.032228"	"s0.054853"	"s0.075302"	"s-80.699562"	"s6.171016"	"s2.536768"	"s1.379951"	"s1.097838"	"s0.932675"	"s0.813303"	"s0.553377"	"s0.058349"	"s0.212576"	"s0.38168"	"s0.897993"	"s0.482536"	"s0.015629"	"s0.043105"	"s0.029144"	"s4.379324"	"s1.041231"	"s1.147129"	"s0.512631"	"s0.440565"	"s0.458842"	"s0.431895"	"s0.44556"	"s0.465204"	"s0.425441"	"s0.419253"	"s0.426345"	"s0.367447"	"s0.014892"	"s0.048587"	"s0.009444"	"s4.319574"	"s0.878656"	"s0.936583"	"s0.309429"	"s0.281999"	"s0.269091"	"s0.227952"	"s0.277168"	"s0.330737"	"s0.315473"	"s0.256036"	"s0.239902"	"s0.226694"	"s0.027745"	"s0.072697"	"s0.030483"	"s4.696632"	"s0.41053"	"s0.447152"	"s0.130888"	"s0.091459"	"s0.131204"	"s0.099342"	"s0.108261"	"s0.136206"	"s0.08128"	"s0.111367"	"s0.122537"	"s0.070729"	"s0.056792"	"s96.0"	"s0.143421"	"s192.0"	"s2.0"	"s0.183156"	"s0.394811"	"s0.964877"	false
"s0.049905"	"s0.084548"	"s0.074718"	"s-89.37407"	"s5.988351"	"s1.982151"	"s1.487149"	"s0.876363"	"s0.478012"	"s0.506907"	"s0.285662"	"s-0.026502"	"s0.481965"	"s-0.175797"	"s-0.021072"	"s0.047381"	"s0.020868"	"s0.073276"	"s0.028881"	"s5.367457"	"s1.144812"	"s0.958999"	"s0.598481"	"s0.452383"	"s0.494993"	"s0.453989"	"s0.450135"	"s0.488806"	"s0.538828"	"s0.585908"	"s0.637529"	"s0.80178"	"s0.019872"	"s0.050265"	"s0.007057"	"s8.527643"	"s1.224344"	"s0.971288"	"s0.424631"	"s0.344002"	"s0.403181"	"s0.263094"	"s0.273704"	"s0.411462"	"s0.546909"	"s0.541782"	"s0.642495"	"s0.80091"	"s0.028112"	"s0.089246"	"s0.030723"	"s5.620447"	"s0.46019"	"s0.387658"	"s0.136498"	"s0.083462"	"s0.123223"	"s0.09556"	"s0.10738"	"s0.157887"	"s0.236099"	"s0.22757"	"s0.262997"	"s0.377038"	"s0.022736"	"s79.0"	"s0.012189"	"s158.0"	"s2.0"	"s0.218801"	"s0.028867"	"s0.819777"	false
"s0.067437"	"s0.145222"	"s0.079973"	"s-91.473329"	"s8.175081"	"s-2.03767"	"s3.171676"	"s0.78793"	"s0.260882"	"s1.439812"	"s-0.229156"	"s0.02029"	"s0.520701"	"s0.454606"	"s0.670418"	"s0.484603"	"s0.026004"	"s0.054998"	"s0.029175"	"s4.235231"	"s1.008206"	"s1.06966"	"s0.870131"	"s0.664955"	"s0.702974"	"s0.65405"	"s0.625923"	"s0.647666"	"s0.56648"	"s0.526027"	"s0.535469"	"s0.542244"	"s0.019538"	"s0.041641"	"s0.007502"	"s5.347109"	"s0.779757"	"s0.82763"	"s0.725086"	"s0.790234"	"s0.91648"	"s0.714024"	"s0.527997"	"s0.491453"	"s0.441935"	"s0.496362"	"s0.386729"	"s0.340423"	"s0.023581"	"s0.047572"	"s0.030113"	"s5.185736"	"s0.43339"	"s0.378184"	"s0.303919"	"s0.18554"	"s0.22441"	"s0.207124"	"s0.178502"	"s0.199179"	"s0.183784"	"s0.127868"	"s0.125451"	"s0.160903"	"s0.026951"	"s84.0"	"s0.030775"	"s168.0"	"s2.0"	"s0.151106"	"s0.020829"	"s0.40811"	true
"s0.071706"	"s0.25067"	"s0.091955"	"s-74.350217"	"s3.043582"	"s0.748674"	"s1.307823"	"s0.494147"	"s1.511834"	"s0.614861"	"s0.449806"	"s0.657729"	"s0.215495"	"s0.768625"	"s0.062161"	"s0.300991"	"s0.061775"	"s0.250851"	"s0.03558"	"s4.922034"	"s1.479924"	"s1.019194"	"s1.182721"	"s0.91367"	"s0.67658"	"s0.679069"	"s0.595538"	"s0.560119"	"s0.586416"	"s0.587626"	"s0.54979"	"s0.528077"	"s0.021495"	"s0.077216"	"s0.006801"	"s2.462166"	"s0.816981"	"s0.829911"	"s0.764406"	"s0.461412"	"s0.337898"	"s0.348063"	"s0.343559"	"s0.232979"	"s0.279046"	"s0.285414"	"s0.216843"	"s0.334303"	"s0.028503"	"s0.09024"	"s0.029304"	"s4.47449"	"s0.383154"	"s0.200555"	"s0.242588"	"s0.186751"	"s0.119623"	"s0.137461"	"s0.09162"	"s0.081588"	"s0.095704"	"s0.107989"	"s0.106351"	"s0.070774"	"s0.023903"	"s54.0"	"s0.047709"	"s108.0"	"s2.0"	"s0.160762"	"s0.227954"	"s0.609562"	false
"s0.072598"	"s0.257115"	"s0.088002"	"s-70.681204"	"s4.2503"	"s1.350091"	"s1.317858"	"s0.702633"	"s0.71359"	"s0.491601"	"s0.40043"	"s0.353063"	"s0.412114"	"s0.50726"	"s0.472796"	"s0.358575"	"s0.065621"	"s0.288438"	"s0.040027"	"s4.819776"	"s1.587349"	"s0.97669"	"s0.932928"	"s0.808096"	"s0.607459"	"s0.603173"	"s0.545265"	"s0.51126"	"s0.482905"	"s0.498326"	"s0.509166"	"s0.500085"	"s0.026946"	"s0.074044"	"s0.006672"	"s2.619995"	"s0.864155"	"s0.724778"	"s0.598133"	"s0.555822"	"s0.317827"	"s0.375529"	"s0.366759"	"s0.31008"	"s0.259554"	"s0.22833"	"s0.321959"	"s0.298971"	"s0.030713"	"s0.06551"	"s0.028788"	"s3.822021"	"s0.458167"	"s0.237437"	"s0.274633"	"s0.2118"	"s0.143599"	"s0.130499"	"s0.09767"	"s0.131916"	"s0.095129"	"s0.135854"	"s0.131785"	"s0.149881"	"s0.407622"	"s100.0"	"s0.0"	"s200.0"	"s2.0"	"s0.020399"	"s0.523349"	"s0.570859"	true
"s0.061903"	"s0.121791"	"s0.0773"	"s-81.929769"	"s7.307117"	"s-0.700041"	"s1.850503"	"s0.073356"	"s0.762665"	"s0.177509"	"s0.66524"	"s0.421521"	"s0.175561"	"s0.313893"	"s0.308341"	"s0.510152"	"s0.019801"	"s0.050361"	"s0.028607"	"s3.248917"	"s0.974584"	"s0.620396"	"s0.516868"	"s0.484851"	"s0.479879"	"s0.47091"	"s0.490437"	"s0.541677"	"s0.546967"	"s0.48805"	"s0.462708"	"s0.486836"	"s0.020379"	"s0.046215"	"s0.007659"	"s8.43441"	"s1.55407"	"s0.695322"	"s0.525045"	"s0.339689"	"s0.351838"	"s0.352101"	"s0.47789"	"s0.456091"	"s0.494511"	"s0.3397"	"s0.254079"	"s0.276394"	"s0.026663"	"s0.058797"	"s0.030409"	"s4.320993"	"s0.439101"	"s0.253109"	"s0.119789"	"s0.102912"	"s0.103792"	"s0.098975"	"s0.138567"	"s0.188692"	"s0.178334"	"s0.126848"	"s0.126146"	"s0.144367"	"s0.048969"	"s67.0"	"s0.100456"	"s134.0"	"s2.0"	"s0.240999"	"s0.137842"	"s0.51928"	true
"s0.05228"	"s0.206482"	"s0.093154"	"s-70.369712"	"s3.66391"	"s2.889221"	"s1.243308"	"s0.794265"	"s0.958739"	"s0.88253"	"s0.866225"	"s0.638612"	"s0.519024"	"s0.078782"	"s0.258085"	"s0.499956"	"s0.054888"	"s0.271631"	"s0.04666"	"s6.473139"	"s2.13177"	"s1.087124"	"s0.792466"	"s0.766291"	"s0.627569"	"s0.680227"	"s0.73364"	"s0.588859"	"s0.609533"	"s0.669712"	"s0.541873"	"s0.414779"	"s0.016823"	"s0.096627"	"s0.00741"	"s2.2688"	"s1.020371"	"s0.486799"	"s0.316773"	"s0.298998"	"s0.255682"	"s0.156096"	"s0.189245"	"s0.353661"	"s0.314868"	"s0.24602"	"s0.205637"	"s0.231378"	"s0.026316"	"s0.082252"	"s0.028427"	"s4.575764"	"s0.726545"	"s0.144142"	"s0.131118"	"s0.22064"	"s0.157199"	"s0.180387"	"s0.141652"	"s0.111748"	"s0.124942"	"s0.194389"	"s0.135372"	"s0.050689"	"s0.284552"	"s63.0"	"s0.297717"	"s126.0"	"s2.0"	"s0.527209"	"s0.326275"	"s1.026823"	false
